device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Computer,101,hot,2018-01-30,23:00:00,00:00:00,midnight,9,19,420,0
Computer,101,low cold,2018-01-31,03:00:00,04:00:00,midnight,6,30,351,1
Computer,101,low cold,2018-01-31,04:00:00,05:00:00,early morning,10,49,350,1
Computer,101,low cold,2018-01-31,06:00:00,07:00:00,early morning,4,35,328,1
Computer,101,hot,2018-01-31,10:00:00,11:00:00,morning,15,57,487,0
Computer,101,low cold,2018-01-31,11:00:00,12:00:00,morning,7,32,365,1
Computer,101,very cold,2018-01-31,13:00:00,14:00:00,afternoon,3,5,382,0
Computer,101,very cold,2018-01-31,15:00:00,16:00:00,afternoon,9,10,329,1
Computer,101,very hot,2018-01-31,19:00:00,20:00:00,night,2,7,466,0
Computer,101,hot,2018-01-31,22:00:00,23:00:00,night,1,24,318,1
Heater,101,low hot,2018-01-18,02:00:00,03:00:00,midnight,8,5,2965,0
Heater,101,very hot,2018-01-18,05:00:00,06:00:00,early morning,15,39,2596,0
Heater,101,very hot,2018-01-18,09:00:00,10:00:00,morning,2,4,2300,1
Heater,101,very cold,2018-01-18,11:00:00,12:00:00,morning,12,44,1632,1
Heater,101,very hot,2018-01-18,12:00:00,13:00:00,afternoon,8,44,1780,1
Heater,101,hot,2018-01-19,02:00:00,03:00:00,midnight,7,55,2355,1
Heater,101,very hot,2018-01-19,05:00:00,06:00:00,early morning,15,40,2707,0
Heater,101,low hot,2018-01-19,08:00:00,09:00:00,morning,14,12,1795,1
Heater,101,very hot,2018-01-19,09:00:00,10:00:00,morning,3,40,2637,0
Heater,101,hot,2018-01-19,09:00:00,10:00:00,morning,7,59,2791,0
Heater,101,very hot,2018-01-19,14:00:00,15:00:00,afternoon,6,1,2136,1
Heater,101,hot,2018-01-19,18:00:00,19:00:00,evening,7,14,2743,0
Heater,101,low cold,2018-01-20,02:00:00,03:00:00,midnight,9,56,2703,0
Heater,101,low cold,2018-01-20,03:00:00,04:00:00,midnight,1,28,2616,0
Heater,101,hot,2018-01-20,06:00:00,07:00:00,early morning,2,29,2576,0
Heater,101,low cold,2018-01-20,08:00:00,09:00:00,morning,15,30,2730,0
Heater,101,cold,2018-01-20,15:00:00,16:00:00,afternoon,11,52,1805,1
Heater,101,very hot,2018-01-20,15:00:00,16:00:00,afternoon,13,18,1995,1
Heater,101,cold,2018-01-20,16:00:00,17:00:00,evening,14,4,2453,0
Heater,101,cold,2018-01-20,16:00:00,17:00:00,evening,6,28,2721,0
Heater,101,cold,2018-01-20,18:00:00,19:00:00,evening,15,52,2407,0
Heater,101,cold,2018-01-20,20:00:00,21:00:00,night,9,28,1951,1
Heater,101,hot,2018-01-20,20:00:00,21:00:00,night,15,45,2852,0
Heater,101,very hot,2018-01-20,23:00:00,00:00:00,midnight,2,43,2385,0
Heater,101,very hot,2018-01-21,02:00:00,03:00:00,midnight,0,0,1664,1
Heater,101,low cold,2018-01-21,02:00:00,03:00:00,midnight,14,57,1802,1
Heater,101,hot,2018-01-21,09:00:00,10:00:00,morning,15,59,2777,0
Heater,101,low cold,2018-01-21,11:00:00,12:00:00,morning,4,42,2635,0
Heater,101,low hot,2018-01-21,14:00:00,15:00:00,afternoon,9,19,1877,1
Heater,101,very hot,2018-01-21,20:00:00,21:00:00,night,14,15,2493,1
Heater,101,very cold,2018-01-21,21:00:00,22:00:00,night,15,2,2939,0
Heater,101,hot,2018-01-21,22:00:00,23:00:00,night,14,21,2490,0
Heater,101,low cold,2018-01-22,01:00:00,02:00:00,midnight,11,13,2755,0
Heater,101,low cold,2018-01-22,03:00:00,04:00:00,midnight,0,0,1974,1
Heater,101,cold,2018-01-22,06:00:00,07:00:00,early morning,15,51,2377,0
Heater,101,hot,2018-01-22,09:00:00,10:00:00,morning,2,38,1928,1
Heater,101,hot,2018-01-22,09:00:00,10:00:00,morning,3,22,2148,1
Heater,101,very cold,2018-01-22,11:00:00,12:00:00,morning,7,31,1883,1
Heater,101,hot,2018-01-22,15:00:00,16:00:00,afternoon,15,35,2041,1
Heater,101,very cold,2018-01-22,16:00:00,17:00:00,evening,3,46,2350,0
Heater,101,hot,2018-01-22,23:00:00,00:00:00,midnight,4,30,2643,0
Lights,101,low cold,2018-01-05,00:00:00,01:00:00,midnight,9,48,1096,1
Lights,101,cold,2018-01-06,00:00:00,01:00:00,midnight,6,46,1764,0
Lights,101,low cold,2018-01-06,01:00:00,02:00:00,midnight,13,52,1253,1
Lights,101,cold,2018-01-06,03:00:00,04:00:00,midnight,15,48,1470,0
Lights,101,low hot,2018-01-06,06:00:00,07:00:00,early morning,5,35,1771,0
Lights,101,very hot,2018-01-06,09:00:00,10:00:00,morning,0,0,1033,1
Lights,101,very hot,2018-01-06,10:00:00,11:00:00,morning,3,41,1444,0
Lights,101,cold,2018-01-06,11:00:00,12:00:00,morning,4,57,1331,1
Lights,101,cold,2018-01-06,12:00:00,13:00:00,afternoon,9,23,1465,1
Lights,101,very hot,2018-01-06,14:00:00,15:00:00,afternoon,5,6,1081,1
Lights,101,very hot,2018-01-06,15:00:00,16:00:00,afternoon,12,20,1255,1
Lights,101,low cold,2018-01-06,16:00:00,17:00:00,evening,15,18,1510,0
Lights,101,very hot,2018-01-06,17:00:00,18:00:00,evening,13,59,1495,0
Lights,101,very hot,2018-01-06,21:00:00,22:00:00,night,13,50,1437,1
Lights,101,low cold,2018-01-06,22:00:00,23:00:00,night,2,9,1868,0
Lights,101,very hot,2018-01-06,22:00:00,23:00:00,night,13,35,1725,0
Lights,101,low cold,2018-01-06,22:00:00,23:00:00,night,7,35,1604,1
Lights,101,low hot,2018-01-06,23:00:00,00:00:00,midnight,5,27,1743,0
Lights,101,low cold,2018-01-06,23:00:00,00:00:00,midnight,14,25,1055,1
Lights,101,cold,2018-01-07,00:00:00,01:00:00,midnight,4,17,1471,0
Lights,101,low hot,2018-01-07,01:00:00,02:00:00,midnight,13,47,1170,1
Lights,101,low hot,2018-01-07,02:00:00,03:00:00,midnight,12,41,1726,0
Lights,101,cold,2018-01-07,02:00:00,03:00:00,midnight,10,23,1792,0
Lights,101,low cold,2018-01-07,06:00:00,07:00:00,early morning,11,22,1396,1
Lights,101,low hot,2018-01-07,07:00:00,08:00:00,morning,1,3,1376,1
Lights,101,very hot,2018-01-07,08:00:00,09:00:00,morning,5,55,1122,1
Lights,101,cold,2018-01-07,09:00:00,10:00:00,morning,7,53,1413,1
Lights,101,very cold,2018-01-07,15:00:00,16:00:00,afternoon,0,0,1818,0
Lights,101,low cold,2018-01-07,15:00:00,16:00:00,afternoon,13,22,1182,1
Lights,101,very hot,2018-01-07,17:00:00,18:00:00,evening,14,22,1142,1
Lights,101,low cold,2018-01-07,17:00:00,18:00:00,evening,13,32,1123,1
Lights,101,very hot,2018-01-07,20:00:00,21:00:00,night,0,0,1033,1
Lights,101,low cold,2018-01-07,20:00:00,21:00:00,night,1,24,1599,1
Lights,101,very hot,2018-01-08,03:00:00,04:00:00,midnight,3,26,1654,0
Lights,101,low hot,2018-01-08,16:00:00,17:00:00,evening,13,26,1379,0
Lights,101,cold,2018-01-08,17:00:00,18:00:00,evening,14,57,1370,1
Lights,101,very cold,2018-01-08,21:00:00,22:00:00,night,7,11,1589,0
Lights,101,low cold,2018-01-09,04:00:00,05:00:00,early morning,12,39,1842,0
Lights,101,very cold,2018-01-09,05:00:00,06:00:00,early morning,2,19,1673,0
Lights,101,very cold,2018-01-09,06:00:00,07:00:00,early morning,13,20,1550,0
Microwave,101,cold,2018-01-23,04:00:00,05:00:00,early morning,14,18,1550,1
Microwave,101,cold,2018-01-23,05:00:00,06:00:00,early morning,8,21,1132,1
Microwave,101,very hot,2018-01-23,05:00:00,06:00:00,early morning,0,0,1738,0
Microwave,101,cold,2018-01-23,11:00:00,12:00:00,morning,2,53,1030,1
Microwave,101,low cold,2018-01-23,12:00:00,13:00:00,afternoon,8,50,1132,1
Microwave,101,very cold,2018-01-23,17:00:00,18:00:00,evening,6,10,1021,1
Microwave,101,very hot,2018-01-23,18:00:00,19:00:00,evening,14,35,1599,0
Microwave,101,low cold,2018-01-23,18:00:00,19:00:00,evening,7,36,1212,1
Microwave,101,low hot,2018-01-23,19:00:00,20:00:00,night,5,14,1420,1
Microwave,101,cold,2018-01-23,20:00:00,21:00:00,night,5,29,1905,0
Microwave,101,very hot,2018-01-23,21:00:00,22:00:00,night,8,1,1060,1
Microwave,101,very cold,2018-01-23,22:00:00,23:00:00,night,2,25,1413,1
Microwave,101,very cold,2018-01-23,23:00:00,00:00:00,midnight,9,27,1499,1
Microwave,101,hot,2018-01-24,01:00:00,02:00:00,midnight,12,30,1234,1
Microwave,101,low hot,2018-01-24,02:00:00,03:00:00,midnight,1,43,1972,0
Microwave,101,low cold,2018-01-24,03:00:00,04:00:00,midnight,3,48,1302,1
Microwave,101,hot,2018-01-24,04:00:00,05:00:00,early morning,7,21,1319,1
Microwave,101,very hot,2018-01-24,05:00:00,06:00:00,early morning,9,6,1158,1
Microwave,101,very cold,2018-01-24,09:00:00,10:00:00,morning,5,6,1853,0
Microwave,101,low hot,2018-01-24,14:00:00,15:00:00,afternoon,8,24,1735,0
Microwave,101,cold,2018-01-24,14:00:00,15:00:00,afternoon,6,8,1185,1
Microwave,101,low cold,2018-01-24,15:00:00,16:00:00,afternoon,5,6,1448,0
Microwave,101,low hot,2018-01-24,21:00:00,22:00:00,night,10,23,1304,1
Microwave,101,low hot,2018-01-24,23:00:00,00:00:00,midnight,10,2,1295,1
Microwave,101,cold,2018-01-25,00:00:00,01:00:00,midnight,5,34,1694,0
Microwave,101,cold,2018-01-25,00:00:00,01:00:00,midnight,7,23,1710,0
Microwave,101,hot,2018-01-25,05:00:00,06:00:00,early morning,9,37,1660,0
Microwave,101,cold,2018-01-25,06:00:00,07:00:00,early morning,14,21,1693,0
Microwave,101,cold,2018-01-25,09:00:00,10:00:00,morning,14,6,1826,0
Microwave,101,low cold,2018-01-25,14:00:00,15:00:00,afternoon,15,41,1395,1
Microwave,101,very cold,2018-01-25,15:00:00,16:00:00,afternoon,12,27,1010,1
Microwave,101,hot,2018-01-25,18:00:00,19:00:00,evening,15,25,1061,1
Microwave,101,low cold,2018-01-25,22:00:00,23:00:00,night,11,18,1095,1
Microwave,101,very cold,2018-01-25,23:00:00,00:00:00,midnight,6,18,1926,0
Microwave,101,cold,2018-01-26,04:00:00,05:00:00,early morning,15,19,1844,0
Microwave,101,hot,2018-01-26,09:00:00,10:00:00,morning,12,13,1089,1
Microwave,101,very hot,2018-01-26,15:00:00,16:00:00,afternoon,13,43,1588,1
Microwave,101,low hot,2018-01-26,15:00:00,16:00:00,afternoon,8,24,1610,1
Microwave,101,hot,2018-01-26,17:00:00,18:00:00,evening,14,31,1809,0
Microwave,101,low cold,2018-01-26,19:00:00,20:00:00,night,4,54,1459,0
Microwave,101,hot,2018-01-27,00:00:00,01:00:00,midnight,12,13,1483,0
Microwave,101,cold,2018-01-27,04:00:00,05:00:00,early morning,3,23,1247,1
Microwave,101,hot,2018-01-27,09:00:00,10:00:00,morning,8,31,1041,1
Refridgerator,101,low hot,2018-01-14,05:00:00,06:00:00,early morning,12,48,178,1
Refridgerator,101,hot,2018-01-14,06:00:00,07:00:00,early morning,9,34,178,1
Refridgerator,101,hot,2018-01-14,16:00:00,17:00:00,evening,7,7,280,0
Refridgerator,101,low hot,2018-01-14,18:00:00,19:00:00,evening,6,51,232,1
Refridgerator,101,very cold,2018-01-14,19:00:00,20:00:00,night,15,26,262,0
Refridgerator,101,cold,2018-01-14,20:00:00,21:00:00,night,0,0,224,0
Refridgerator,101,cold,2018-01-14,21:00:00,22:00:00,night,6,39,293,0
Refridgerator,101,hot,2018-01-14,21:00:00,22:00:00,night,13,57,296,0
Refridgerator,101,low hot,2018-01-14,22:00:00,23:00:00,night,10,48,130,1
Refridgerator,101,low hot,2018-01-15,03:00:00,04:00:00,midnight,14,46,127,1
Refridgerator,101,cold,2018-01-15,07:00:00,08:00:00,morning,3,40,137,0
Refridgerator,101,low hot,2018-01-15,08:00:00,09:00:00,morning,3,44,139,1
Refridgerator,101,cold,2018-01-15,09:00:00,10:00:00,morning,3,52,273,0
Refridgerator,101,cold,2018-01-15,16:00:00,17:00:00,evening,12,42,195,0
Refridgerator,101,very hot,2018-01-15,22:00:00,23:00:00,night,6,53,284,0
Refridgerator,101,very hot,2018-01-16,00:00:00,01:00:00,midnight,13,53,244,0
Refridgerator,101,low hot,2018-01-16,02:00:00,03:00:00,midnight,5,46,219,1
Refridgerator,101,very cold,2018-01-16,03:00:00,04:00:00,midnight,1,16,166,0
Refridgerator,101,low cold,2018-01-16,06:00:00,07:00:00,early morning,1,3,260,0
Refridgerator,101,cold,2018-01-16,06:00:00,07:00:00,early morning,3,34,167,1
Refridgerator,101,cold,2018-01-16,09:00:00,10:00:00,morning,8,36,136,1
Refridgerator,101,hot,2018-01-16,09:00:00,10:00:00,morning,11,54,256,0
Refridgerator,101,hot,2018-01-16,10:00:00,11:00:00,morning,11,18,242,0
Refridgerator,101,low cold,2018-01-16,11:00:00,12:00:00,morning,8,8,139,1
Refridgerator,101,low cold,2018-01-16,11:00:00,12:00:00,morning,8,39,291,0
Refridgerator,101,very cold,2018-01-16,15:00:00,16:00:00,afternoon,10,53,163,1
Refridgerator,101,hot,2018-01-16,16:00:00,17:00:00,evening,11,41,149,1
Refridgerator,101,low cold,2018-01-16,20:00:00,21:00:00,night,6,33,252,0
Refridgerator,101,very hot,2018-01-16,21:00:00,22:00:00,night,12,9,217,1
Refridgerator,101,hot,2018-01-17,07:00:00,08:00:00,morning,0,0,208,0
Refridgerator,101,very hot,2018-01-17,07:00:00,08:00:00,morning,11,31,197,0
Refridgerator,101,low cold,2018-01-17,12:00:00,13:00:00,afternoon,9,10,190,0
Refridgerator,101,very hot,2018-01-17,14:00:00,15:00:00,afternoon,12,20,133,1
Refridgerator,101,low hot,2018-01-17,15:00:00,16:00:00,afternoon,1,16,223,0
Refridgerator,101,low cold,2018-01-17,15:00:00,16:00:00,afternoon,7,2,105,1
Refridgerator,101,low cold,2018-01-17,16:00:00,17:00:00,evening,4,4,180,0
Refridgerator,101,cold,2018-01-17,18:00:00,19:00:00,evening,14,41,143,1
Refridgerator,101,very hot,2018-01-18,01:00:00,02:00:00,midnight,9,18,119,1
Refridgerator,101,cold,2018-01-18,01:00:00,02:00:00,midnight,13,19,183,1
Refridgerator,101,very cold,2018-01-18,05:00:00,06:00:00,early morning,8,11,245,0
Refridgerator,101,cold,2018-01-18,06:00:00,07:00:00,early morning,3,49,157,1
Refridgerator,101,cold,2018-01-18,12:00:00,13:00:00,afternoon,3,55,106,1
Refridgerator,101,cold,2018-01-18,16:00:00,17:00:00,evening,13,1,177,0
Refridgerator,101,low hot,2018-01-18,17:00:00,18:00:00,evening,4,9,150,1
Refridgerator,101,very cold,2018-01-18,20:00:00,21:00:00,night,2,31,149,1
Refridgerator,101,hot,2018-01-18,21:00:00,22:00:00,night,0,0,207,1
Television,101,low hot,2018-01-09,13:00:00,14:00:00,afternoon,0,0,256,0
Television,101,low cold,2018-01-09,16:00:00,17:00:00,evening,2,32,254,1
Television,101,low hot,2018-01-10,10:00:00,11:00:00,morning,15,6,236,1
Television,101,low hot,2018-01-10,12:00:00,13:00:00,afternoon,1,29,233,1
Television,101,hot,2018-01-10,12:00:00,13:00:00,afternoon,8,49,243,1
Television,101,hot,2018-01-10,13:00:00,14:00:00,afternoon,2,29,271,1
Television,101,cold,2018-01-10,15:00:00,16:00:00,afternoon,0,0,222,1
Television,101,hot,2018-01-10,15:00:00,16:00:00,afternoon,8,25,246,1
Television,101,very hot,2018-01-10,16:00:00,17:00:00,evening,4,10,239,1
Television,101,very cold,2018-01-10,19:00:00,20:00:00,night,10,3,231,1
Television,101,very hot,2018-01-10,20:00:00,21:00:00,night,0,0,272,0
Television,101,cold,2018-01-10,22:00:00,23:00:00,night,5,5,293,0
Television,101,very cold,2018-01-11,05:00:00,06:00:00,early morning,3,21,224,1
Television,101,hot,2018-01-11,05:00:00,06:00:00,early morning,12,20,266,0
Television,101,very hot,2018-01-11,07:00:00,08:00:00,morning,9,55,219,1
Television,101,very hot,2018-01-11,13:00:00,14:00:00,afternoon,12,36,296,1
Television,101,very cold,2018-01-11,13:00:00,14:00:00,afternoon,12,17,224,1
Television,101,hot,2018-01-11,15:00:00,16:00:00,afternoon,15,25,268,0
Television,101,very cold,2018-01-11,16:00:00,17:00:00,evening,1,43,232,1
Television,101,cold,2018-01-11,18:00:00,19:00:00,evening,4,22,213,1
Television,101,very hot,2018-01-11,20:00:00,21:00:00,night,2,50,248,1
Television,101,very hot,2018-01-12,03:00:00,04:00:00,midnight,5,31,274,0
Television,101,low cold,2018-01-12,03:00:00,04:00:00,midnight,13,43,259,0
Television,101,low cold,2018-01-12,04:00:00,05:00:00,early morning,7,45,287,0
Television,101,hot,2018-01-12,05:00:00,06:00:00,early morning,15,1,200,1
Television,101,hot,2018-01-12,07:00:00,08:00:00,morning,7,29,233,1
Television,101,hot,2018-01-12,08:00:00,09:00:00,morning,10,54,294,0
Television,101,cold,2018-01-12,14:00:00,15:00:00,afternoon,5,3,203,1
Television,101,very cold,2018-01-12,14:00:00,15:00:00,afternoon,15,51,218,1
Television,101,low cold,2018-01-12,17:00:00,18:00:00,evening,14,48,226,1
Television,101,very hot,2018-01-12,19:00:00,20:00:00,night,8,41,278,0
Television,101,very cold,2018-01-12,21:00:00,22:00:00,night,12,31,221,0
Television,101,low cold,2018-01-12,23:00:00,00:00:00,midnight,9,46,290,0
Television,101,very hot,2018-01-13,01:00:00,02:00:00,midnight,0,0,215,1
Television,101,low cold,2018-01-13,13:00:00,14:00:00,afternoon,4,12,249,1
Television,101,very cold,2018-01-13,13:00:00,14:00:00,afternoon,0,0,272,0
Television,101,hot,2018-01-13,16:00:00,17:00:00,evening,0,0,286,0
Television,101,cold,2018-01-13,17:00:00,18:00:00,evening,5,32,249,1
Television,101,very hot,2018-01-13,20:00:00,21:00:00,night,9,35,242,1
Television,101,low cold,2018-01-13,21:00:00,22:00:00,night,0,0,235,1
Television,101,cold,2018-01-14,02:00:00,03:00:00,midnight,2,2,264,0
AC,102,very hot,2018-01-01,02:00:00,03:00:00,midnight,8,23,1550,1
AC,102,low cold,2018-01-01,05:00:00,06:00:00,early morning,0,0,1370,1
AC,102,low cold,2018-01-01,07:00:00,08:00:00,morning,9,33,1370,1
AC,102,very cold,2018-01-01,09:00:00,10:00:00,morning,4,26,1616,0
AC,102,hot,2018-01-01,11:00:00,12:00:00,morning,0,0,1391,1
AC,102,hot,2018-01-01,12:00:00,13:00:00,afternoon,11,3,1695,0
AC,102,low cold,2018-01-01,12:00:00,13:00:00,afternoon,13,24,1069,1
AC,102,low cold,2018-01-01,13:00:00,14:00:00,afternoon,9,18,1946,0
AC,102,hot,2018-01-01,17:00:00,18:00:00,evening,6,35,1241,1
AC,102,low hot,2018-01-02,01:00:00,02:00:00,midnight,3,53,1842,0
AC,102,hot,2018-01-02,06:00:00,07:00:00,early morning,2,44,1012,1
AC,102,hot,2018-01-02,07:00:00,08:00:00,morning,13,56,1871,0
AC,102,cold,2018-01-02,12:00:00,13:00:00,afternoon,6,35,1384,1
AC,102,low hot,2018-01-02,12:00:00,13:00:00,afternoon,13,36,1989,0
AC,102,low cold,2018-01-02,13:00:00,14:00:00,afternoon,8,34,1141,1
AC,102,low hot,2018-01-02,13:00:00,14:00:00,afternoon,3,48,1916,0
AC,102,low cold,2018-01-02,15:00:00,16:00:00,afternoon,4,41,1069,1
AC,102,very cold,2018-01-02,16:00:00,17:00:00,evening,1,36,1179,1
AC,102,cold,2018-01-02,22:00:00,23:00:00,night,6,16,1172,1
AC,102,very hot,2018-01-03,01:00:00,02:00:00,midnight,4,21,1767,0
AC,102,hot,2018-01-03,04:00:00,05:00:00,early morning,13,12,1667,0
AC,102,low hot,2018-01-03,04:00:00,05:00:00,early morning,3,44,1407,1
AC,102,cold,2018-01-03,06:00:00,07:00:00,early morning,12,35,1042,1
AC,102,cold,2018-01-03,06:00:00,07:00:00,early morning,1,22,1174,1
AC,102,very hot,2018-01-03,08:00:00,09:00:00,morning,10,25,1567,1
AC,102,hot,2018-01-03,10:00:00,11:00:00,morning,11,53,1389,1
AC,102,very hot,2018-01-03,14:00:00,15:00:00,afternoon,13,49,1368,1
AC,102,low cold,2018-01-03,21:00:00,22:00:00,night,3,33,1249,1
AC,102,low cold,2018-01-04,02:00:00,03:00:00,midnight,9,35,1602,1
AC,102,cold,2018-01-04,06:00:00,07:00:00,early morning,14,40,1969,0
AC,102,low cold,2018-01-04,06:00:00,07:00:00,early morning,8,37,1070,1
AC,102,cold,2018-01-04,09:00:00,10:00:00,morning,7,37,1227,1
AC,102,hot,2018-01-04,17:00:00,18:00:00,evening,14,50,1861,0
AC,102,very hot,2018-01-04,21:00:00,22:00:00,night,12,14,1766,0
AC,102,very hot,2018-01-04,22:00:00,23:00:00,night,14,35,1660,0
AC,102,low hot,2018-01-05,19:00:00,20:00:00,night,13,57,1172,1
AC,102,very hot,2018-01-05,19:00:00,20:00:00,night,7,50,1179,1
Computer,102,very hot,2018-01-27,14:00:00,15:00:00,afternoon,11,40,369,0
Computer,102,hot,2018-01-27,18:00:00,19:00:00,evening,14,39,447,0
Computer,102,very hot,2018-01-27,19:00:00,20:00:00,night,13,12,310,1
Computer,102,low hot,2018-01-27,19:00:00,20:00:00,night,14,2,435,0
Computer,102,very hot,2018-01-27,21:00:00,22:00:00,night,7,52,406,0
Computer,102,very hot,2018-01-28,00:00:00,01:00:00,midnight,14,3,482,0
Computer,102,very hot,2018-01-28,02:00:00,03:00:00,midnight,14,31,314,1
Computer,102,cold,2018-01-28,03:00:00,04:00:00,midnight,4,43,315,1
Computer,102,low hot,2018-01-28,06:00:00,07:00:00,early morning,7,56,490,0
Computer,102,low hot,2018-01-28,07:00:00,08:00:00,morning,5,16,366,1
Computer,102,very cold,2018-01-28,08:00:00,09:00:00,morning,13,38,433,0
Computer,102,hot,2018-01-28,10:00:00,11:00:00,morning,5,28,337,1
Computer,102,cold,2018-01-28,13:00:00,14:00:00,afternoon,2,27,333,1
Computer,102,very hot,2018-01-28,16:00:00,17:00:00,evening,10,7,341,1
Computer,102,low cold,2018-01-28,19:00:00,20:00:00,night,15,34,403,0
Computer,102,low hot,2018-01-28,23:00:00,00:00:00,midnight,0,0,419,0
Computer,102,hot,2018-01-29,00:00:00,01:00:00,midnight,14,13,444,1
Computer,102,low hot,2018-01-29,00:00:00,01:00:00,midnight,2,39,450,0
Computer,102,low cold,2018-01-29,03:00:00,04:00:00,midnight,11,23,438,0
Computer,102,low hot,2018-01-29,06:00:00,07:00:00,early morning,2,50,310,1
Computer,102,low hot,2018-01-29,09:00:00,10:00:00,morning,8,7,366,1
Computer,102,low hot,2018-01-29,21:00:00,22:00:00,night,5,34,376,1
Computer,102,hot,2018-01-29,21:00:00,22:00:00,night,9,28,434,0
Computer,102,hot,2018-01-29,21:00:00,22:00:00,night,2,24,399,0
Computer,102,very cold,2018-01-29,21:00:00,22:00:00,night,2,21,357,1
Computer,102,hot,2018-01-30,00:00:00,01:00:00,midnight,8,56,444,1
Computer,102,hot,2018-01-30,01:00:00,02:00:00,midnight,10,19,414,0
Computer,102,hot,2018-01-30,08:00:00,09:00:00,morning,6,41,404,0
Computer,102,low cold,2018-01-30,10:00:00,11:00:00,morning,6,3,376,0
Computer,102,very cold,2018-01-30,14:00:00,15:00:00,afternoon,12,33,388,1
Computer,102,very cold,2018-01-30,14:00:00,15:00:00,afternoon,9,54,473,0
Computer,102,low cold,2018-01-30,15:00:00,16:00:00,afternoon,14,38,472,0
Computer,102,hot,2018-01-30,15:00:00,16:00:00,afternoon,8,44,454,0
Computer,102,low cold,2018-01-30,16:00:00,17:00:00,evening,12,5,484,0
Computer,102,cold,2018-01-30,18:00:00,19:00:00,evening,6,16,326,1
Computer,102,hot,2018-01-31,02:00:00,03:00:00,midnight,15,8,358,1
Computer,102,very hot,2018-01-31,07:00:00,08:00:00,morning,5,46,498,0
Computer,102,cold,2018-01-31,07:00:00,08:00:00,morning,13,6,437,1
Computer,102,very hot,2018-01-31,11:00:00,12:00:00,morning,1,4,437,0
Computer,102,low cold,2018-01-31,14:00:00,15:00:00,afternoon,13,34,345,1
Computer,102,low hot,2018-01-31,18:00:00,19:00:00,evening,8,6,321,1
Computer,102,low hot,2018-01-31,18:00:00,19:00:00,evening,0,0,341,1
Computer,102,very hot,2018-01-31,22:00:00,23:00:00,night,8,11,419,0
Computer,102,very hot,2018-01-31,23:00:00,00:00:00,midnight,3,33,450,1
Heater,102,low hot,2018-01-18,10:00:00,11:00:00,morning,6,48,2320,0
Heater,102,very cold,2018-01-18,15:00:00,16:00:00,afternoon,7,24,2635,0
Heater,102,very cold,2018-01-19,01:00:00,02:00:00,midnight,11,52,2587,0
