device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Refridgerator,1,2,0,outdoor,208,15-01-2018,16:00:00,17:00:00,5,14,0
Refridgerator,1,2,0,outdoor,183,15-01-2018,21:00:00,22:00:00,3,6,1
Refridgerator,1,2,0,outdoor,166,15-01-2018,23:00:00,00:00:00,10,28,1
Refridgerator,1,2,0,outdoor,153,16-01-2018,09:00:00,10:00:00,8,4,1
Refridgerator,1,2,0,outdoor,252,16-01-2018,13:00:00,14:00:00,1,15,0
Refridgerator,1,2,0,outdoor,287,17-01-2018,04:00:00,05:00:00,3,1,0
Refridgerator,1,2,0,outdoor,212,18-01-2018,12:00:00,13:00:00,10,5,0
Television,1,2,0,outdoor,256,09-01-2018,02:00:00,03:00:00,7,30,1
Television,1,2,0,outdoor,205,10-01-2018,00:00:00,01:00:00,0,0,1
Television,1,2,0,outdoor,246,10-01-2018,19:00:00,20:00:00,8,22,1
Television,1,2,0,outdoor,280,10-01-2018,23:00:00,00:00:00,0,0,0
Television,1,2,0,outdoor,260,11-01-2018,01:00:00,02:00:00,6,3,0
Television,1,2,0,outdoor,287,12-01-2018,00:00:00,01:00:00,1,22,0
Television,1,2,0,outdoor,232,12-01-2018,00:00:00,01:00:00,10,3,1
Television,1,2,0,outdoor,289,12-01-2018,03:00:00,04:00:00,5,1,0
Television,1,2,0,outdoor,278,12-01-2018,08:00:00,09:00:00,5,2,0
Television,1,2,0,outdoor,235,12-01-2018,13:00:00,14:00:00,7,12,1
Television,1,2,0,outdoor,285,12-01-2018,23:00:00,00:00:00,9,19,0
Television,1,2,0,outdoor,262,13-01-2018,05:00:00,06:00:00,3,15,0
Television,1,2,0,outdoor,247,13-01-2018,08:00:00,09:00:00,4,22,1
Television,1,2,0,outdoor,296,14-01-2018,00:00:00,01:00:00,1,17,0
Television,1,2,0,outdoor,204,14-01-2018,13:00:00,14:00:00,5,5,1
AC,1,3,301,indoor,1746,02-01-2018,10:00:00,11:00:00,5,17,0
AC,1,3,301,indoor,1852,02-01-2018,13:00:00,14:00:00,7,14,0
AC,1,3,301,indoor,1092,04-01-2018,07:00:00,08:00:00,0,0,1
AC,1,3,301,indoor,1685,04-01-2018,09:00:00,10:00:00,7,24,0
Computer,1,3,301,indoor,357,31-01-2018,09:00:00,10:00:00,4,18,1
Computer,1,3,301,indoor,376,31-01-2018,16:00:00,17:00:00,4,11,1
Computer,1,3,301,indoor,392,31-01-2018,17:00:00,18:00:00,9,20,1
Heater,1,3,301,indoor,2955,21-01-2018,00:00:00,01:00:00,6,19,0
Lights,1,3,301,indoor,1916,05-01-2018,20:00:00,21:00:00,0,0,0
Lights,1,3,301,indoor,1655,08-01-2018,11:00:00,12:00:00,3,20,0
Lights,1,3,301,indoor,1816,09-01-2018,05:00:00,06:00:00,6,22,0
Lights,1,3,301,indoor,1037,09-01-2018,15:00:00,16:00:00,9,12,1
Microwave,1,3,301,indoor,1909,25-01-2018,05:00:00,06:00:00,5,19,0
Refridgerator,1,3,301,indoor,282,15-01-2018,02:00:00,03:00:00,9,8,0
Television,1,3,301,indoor,220,13-01-2018,15:00:00,16:00:00,2,2,1
AC,1,3,302,indoor,1914,02-01-2018,00:00:00,01:00:00,7,14,0
AC,1,3,302,indoor,1390,03-01-2018,01:00:00,02:00:00,2,10,1
AC,1,3,302,indoor,1303,04-01-2018,15:00:00,16:00:00,1,6,1
Computer,1,3,302,indoor,488,27-01-2018,00:00:00,01:00:00,0,0,0
Computer,1,3,302,indoor,358,29-01-2018,02:00:00,03:00:00,0,0,1
Computer,1,3,302,indoor,430,31-01-2018,13:00:00,14:00:00,0,0,0
Computer,1,3,302,indoor,391,31-01-2018,20:00:00,21:00:00,8,21,1
Heater,1,3,302,indoor,1666,20-01-2018,19:00:00,20:00:00,1,28,1
Heater,1,3,302,indoor,1853,22-01-2018,00:00:00,01:00:00,2,19,1
Lights,1,3,302,indoor,1340,05-01-2018,22:00:00,23:00:00,0,0,1
Lights,1,3,302,indoor,1846,06-01-2018,14:00:00,15:00:00,9,11,0
Lights,1,3,302,indoor,1201,08-01-2018,08:00:00,09:00:00,1,1,1
Lights,1,3,302,indoor,1403,08-01-2018,18:00:00,19:00:00,9,27,1
Microwave,1,3,302,indoor,1642,23-01-2018,01:00:00,02:00:00,3,17,0
Refridgerator,1,3,302,indoor,168,15-01-2018,12:00:00,13:00:00,0,0,1
Television,1,3,302,indoor,205,13-01-2018,02:00:00,03:00:00,0,0,1
AC,1,3,303,indoor,1476,04-01-2018,23:00:00,00:00:00,5,21,1
Computer,1,3,303,indoor,492,31-01-2018,21:00:00,22:00:00,2,4,0
Computer,1,3,303,indoor,325,31-01-2018,21:00:00,22:00:00,3,5,1
Heater,1,3,303,indoor,1902,19-01-2018,21:00:00,22:00:00,9,29,1
Heater,1,3,303,indoor,2493,21-01-2018,06:00:00,07:00:00,9,3,0
Heater,1,3,303,indoor,1513,22-01-2018,16:00:00,17:00:00,3,10,1
Heater,1,3,303,indoor,1504,22-01-2018,17:00:00,18:00:00,9,4,1
Heater,1,3,303,indoor,1803,22-01-2018,21:00:00,22:00:00,5,11,1
Lights,1,3,303,indoor,1186,06-01-2018,22:00:00,23:00:00,9,9,1
Lights,1,3,303,indoor,1023,08-01-2018,02:00:00,03:00:00,3,5,1
Lights,1,3,303,indoor,1026,08-01-2018,22:00:00,23:00:00,2,12,1
Lights,1,3,303,indoor,1204,09-01-2018,02:00:00,03:00:00,1,18,1
Lights,1,3,303,indoor,1637,09-01-2018,21:00:00,22:00:00,7,22,0
Television,1,3,303,indoor,295,10-01-2018,13:00:00,14:00:00,0,0,0
Television,1,3,303,indoor,219,10-01-2018,15:00:00,16:00:00,8,23,1
Television,1,3,303,indoor,299,13-01-2018,21:00:00,22:00:00,0,0,0
Television,1,3,303,indoor,248,14-01-2018,10:00:00,11:00:00,0,0,1
AC,1,3,304,indoor,1433,03-01-2018,02:00:00,03:00:00,0,0,1
Computer,1,3,304,indoor,343,27-01-2018,14:00:00,15:00:00,8,27,1
Heater,1,3,304,indoor,2011,21-01-2018,05:00:00,06:00:00,1,21,1
Heater,1,3,304,indoor,1569,22-01-2018,06:00:00,07:00:00,3,19,1
Lights,1,3,304,indoor,1253,09-01-2018,04:00:00,05:00:00,9,3,1
Microwave,1,3,304,indoor,1261,26-01-2018,22:00:00,23:00:00,6,20,1
Refridgerator,1,3,304,indoor,150,15-01-2018,22:00:00,23:00:00,4,25,1
Television,1,3,304,indoor,261,11-01-2018,00:00:00,01:00:00,8,4,0
Television,1,3,304,indoor,202,13-01-2018,08:00:00,09:00:00,8,4,1
Television,1,3,304,indoor,200,14-01-2018,05:00:00,06:00:00,9,16,1
AC,1,3,305,indoor,1808,02-01-2018,10:00:00,11:00:00,9,1,0
AC,1,3,305,indoor,1511,03-01-2018,23:00:00,00:00:00,3,16,0
Computer,1,3,305,indoor,369,29-01-2018,00:00:00,01:00:00,6,12,1
Lights,1,3,305,indoor,1772,06-01-2018,04:00:00,05:00:00,9,27,0
Lights,1,3,305,indoor,1233,07-01-2018,17:00:00,18:00:00,4,10,1
Lights,1,3,305,indoor,1619,09-01-2018,20:00:00,21:00:00,5,22,0
Microwave,1,3,305,indoor,1927,25-01-2018,05:00:00,06:00:00,5,13,0
Microwave,1,3,305,indoor,1690,25-01-2018,07:00:00,08:00:00,3,25,0
AC,1,3,306,indoor,1569,01-01-2018,02:00:00,03:00:00,5,29,0
AC,1,3,306,indoor,1520,05-01-2018,06:00:00,07:00:00,8,30,0
Computer,1,3,306,indoor,338,28-01-2018,14:00:00,15:00:00,1,6,1
Heater,1,3,306,indoor,1933,19-01-2018,14:00:00,15:00:00,2,13,1
Lights,1,3,306,indoor,1523,06-01-2018,05:00:00,06:00:00,10,11,1
Microwave,1,3,306,indoor,1845,23-01-2018,05:00:00,06:00:00,8,29,0
Refridgerator,1,3,306,indoor,236,16-01-2018,06:00:00,07:00:00,3,1,0
Refridgerator,1,3,306,indoor,173,16-01-2018,08:00:00,09:00:00,7,17,0
Television,1,3,306,indoor,228,10-01-2018,23:00:00,00:00:00,3,27,1
Television,1,3,306,indoor,268,11-01-2018,04:00:00,05:00:00,3,4,0
Television,1,3,306,indoor,248,12-01-2018,04:00:00,05:00:00,6,2,1
Television,1,3,306,indoor,269,13-01-2018,06:00:00,07:00:00,6,3,0
AC,1,3,307,indoor,1185,01-01-2018,13:00:00,14:00:00,8,30,1
Computer,1,3,307,indoor,417,29-01-2018,09:00:00,10:00:00,10,1,0
Computer,1,3,307,indoor,456,31-01-2018,03:00:00,04:00:00,2,28,0
Computer,1,3,307,indoor,311,31-01-2018,04:00:00,05:00:00,8,17,1
Heater,1,3,307,indoor,1818,18-01-2018,18:00:00,19:00:00,10,29,1
Heater,1,3,307,indoor,2410,21-01-2018,02:00:00,03:00:00,5,17,0
Lights,1,3,307,indoor,1214,05-01-2018,08:00:00,09:00:00,2,3,1
Lights,1,3,307,indoor,1098,07-01-2018,20:00:00,21:00:00,2,28,1
Lights,1,3,307,indoor,1083,08-01-2018,13:00:00,14:00:00,5,10,1
Microwave,1,3,307,indoor,1988,23-01-2018,18:00:00,19:00:00,8,7,0
Refridgerator,1,3,307,indoor,112,14-01-2018,08:00:00,09:00:00,2,27,1
Refridgerator,1,3,307,indoor,216,15-01-2018,03:00:00,04:00:00,10,17,0
Refridgerator,1,3,307,indoor,166,15-01-2018,11:00:00,12:00:00,10,20,1
Refridgerator,1,3,307,indoor,252,16-01-2018,03:00:00,04:00:00,10,25,0
Refridgerator,1,3,307,indoor,261,17-01-2018,14:00:00,15:00:00,9,30,0
Television,1,3,307,indoor,275,10-01-2018,08:00:00,09:00:00,3,3,0
AC,1,3,0,outdoor,4050,01-01-2018,01:00:00,02:00:00,9,22,0
AC,1,3,0,outdoor,2414,01-01-2018,16:00:00,17:00:00,4,18,1
AC,1,3,0,outdoor,4638,02-01-2018,00:00:00,01:00:00,9,1,0
AC,1,3,0,outdoor,4990,02-01-2018,00:00:00,01:00:00,3,10,0
AC,1,3,0,outdoor,2798,03-01-2018,01:00:00,02:00:00,3,6,1
AC,1,3,0,outdoor,2266,03-01-2018,02:00:00,03:00:00,2,19,1
AC,1,3,0,outdoor,3753,03-01-2018,10:00:00,11:00:00,2,9,0
AC,1,3,0,outdoor,3187,03-01-2018,20:00:00,21:00:00,10,10,1
AC,1,3,0,outdoor,2994,03-01-2018,21:00:00,22:00:00,0,0,1
AC,1,3,0,outdoor,2205,03-01-2018,21:00:00,22:00:00,6,28,1
AC,1,3,0,outdoor,3689,04-01-2018,21:00:00,22:00:00,0,0,0
AC,1,3,0,outdoor,4884,05-01-2018,12:00:00,13:00:00,10,3,0
Computer,1,3,0,outdoor,428,28-01-2018,07:00:00,08:00:00,4,30,0
Computer,1,3,0,outdoor,335,29-01-2018,00:00:00,01:00:00,4,26,1
Computer,1,3,0,outdoor,416,29-01-2018,00:00:00,01:00:00,10,12,0
Computer,1,3,0,outdoor,447,29-01-2018,01:00:00,02:00:00,4,12,0
Computer,1,3,0,outdoor,356,29-01-2018,03:00:00,04:00:00,6,20,1
Computer,1,3,0,outdoor,313,29-01-2018,15:00:00,16:00:00,6,24,1
Computer,1,3,0,outdoor,386,30-01-2018,22:00:00,23:00:00,6,30,1
Computer,1,3,0,outdoor,313,31-01-2018,01:00:00,02:00:00,2,5,1
Computer,1,3,0,outdoor,359,31-01-2018,06:00:00,07:00:00,10,17,1
Heater,1,3,0,outdoor,2192,19-01-2018,11:00:00,12:00:00,6,8,1
Heater,1,3,0,outdoor,1772,19-01-2018,17:00:00,18:00:00,6,2,1
Heater,1,3,0,outdoor,2306,20-01-2018,01:00:00,02:00:00,0,0,0
Heater,1,3,0,outdoor,2579,21-01-2018,09:00:00,10:00:00,10,18,0
Heater,1,3,0,outdoor,2322,21-01-2018,19:00:00,20:00:00,7,21,0
Heater,1,3,0,outdoor,2988,21-01-2018,22:00:00,23:00:00,0,0,0
Heater,1,3,0,outdoor,2072,22-01-2018,03:00:00,04:00:00,10,28,1
Heater,1,3,0,outdoor,1729,22-01-2018,07:00:00,08:00:00,7,4,1
Heater,1,3,0,outdoor,2192,22-01-2018,10:00:00,11:00:00,4,14,1
Heater,1,3,0,outdoor,1517,22-01-2018,20:00:00,21:00:00,3,20,1
Lights,1,3,0,outdoor,3940,05-01-2018,20:00:00,21:00:00,7,1,0
Lights,1,3,0,outdoor,4444,06-01-2018,06:00:00,07:00:00,8,24,0
Lights,1,3,0,outdoor,2621,06-01-2018,16:00:00,17:00:00,8,20,1
Lights,1,3,0,outdoor,4185,06-01-2018,18:00:00,19:00:00,3,4,0
Lights,1,3,0,outdoor,4542,07-01-2018,00:00:00,01:00:00,8,9,0
Lights,1,3,0,outdoor,2348,07-01-2018,00:00:00,01:00:00,2,8,1
Lights,1,3,0,outdoor,2496,07-01-2018,10:00:00,11:00:00,1,30,1
Lights,1,3,0,outdoor,4199,07-01-2018,16:00:00,17:00:00,1,6,0
Lights,1,3,0,outdoor,3413,07-01-2018,17:00:00,18:00:00,3,17,1
Lights,1,3,0,outdoor,4162,07-01-2018,22:00:00,23:00:00,4,6,0
Lights,1,3,0,outdoor,3419,09-01-2018,14:00:00,15:00:00,9,12,1
Lights,1,3,0,outdoor,3327,09-01-2018,18:00:00,19:00:00,0,0,1
Microwave,1,3,0,outdoor,1319,23-01-2018,00:00:00,01:00:00,5,25,1
Microwave,1,3,0,outdoor,1392,23-01-2018,10:00:00,11:00:00,8,10,1
Microwave,1,3,0,outdoor,1313,23-01-2018,10:00:00,11:00:00,5,2,1
Microwave,1,3,0,outdoor,1178,23-01-2018,20:00:00,21:00:00,3,8,1
Microwave,1,3,0,outdoor,1316,24-01-2018,23:00:00,00:00:00,5,21,1
Microwave,1,3,0,outdoor,1024,25-01-2018,01:00:00,02:00:00,7,16,1
Microwave,1,3,0,outdoor,1863,26-01-2018,02:00:00,03:00:00,5,4,0
Microwave,1,3,0,outdoor,1246,27-01-2018,08:00:00,09:00:00,4,8,1
Microwave,1,3,0,outdoor,1694,27-01-2018,11:00:00,12:00:00,8,23,0
Microwave,1,3,0,outdoor,1713,27-01-2018,18:00:00,19:00:00,1,17,0
Microwave,1,3,0,outdoor,1186,27-01-2018,21:00:00,22:00:00,3,11,1
Refridgerator,1,3,0,outdoor,152,14-01-2018,02:00:00,03:00:00,2,29,1
Refridgerator,1,3,0,outdoor,265,14-01-2018,07:00:00,08:00:00,7,27,0
Refridgerator,1,3,0,outdoor,283,14-01-2018,10:00:00,11:00:00,4,11,0
Refridgerator,1,3,0,outdoor,163,14-01-2018,12:00:00,13:00:00,2,23,1
Refridgerator,1,3,0,outdoor,151,14-01-2018,15:00:00,16:00:00,0,0,1
Refridgerator,1,3,0,outdoor,120,15-01-2018,15:00:00,16:00:00,6,7,1
Refridgerator,1,3,0,outdoor,214,15-01-2018,22:00:00,23:00:00,4,27,0
Refridgerator,1,3,0,outdoor,105,16-01-2018,04:00:00,05:00:00,2,28,1
Refridgerator,1,3,0,outdoor,228,16-01-2018,16:00:00,17:00:00,3,7,0
Refridgerator,1,3,0,outdoor,291,16-01-2018,16:00:00,17:00:00,7,20,0
Refridgerator,1,3,0,outdoor,213,16-01-2018,18:00:00,19:00:00,9,22,0
Refridgerator,1,3,0,outdoor,165,17-01-2018,13:00:00,14:00:00,2,18,1
Refridgerator,1,3,0,outdoor,197,17-01-2018,16:00:00,17:00:00,4,20,0
Refridgerator,1,3,0,outdoor,160,18-01-2018,12:00:00,13:00:00,2,21,1
Refridgerator,1,3,0,outdoor,105,18-01-2018,20:00:00,21:00:00,10,17,1
Refridgerator,1,3,0,outdoor,151,18-01-2018,22:00:00,23:00:00,5,4,1
Television,1,3,0,outdoor,226,10-01-2018,03:00:00,04:00:00,8,19,1
Television,1,3,0,outdoor,234,10-01-2018,05:00:00,06:00:00,3,17,1
Television,1,3,0,outdoor,228,10-01-2018,14:00:00,15:00:00,4,21,1
Television,1,3,0,outdoor,237,10-01-2018,21:00:00,22:00:00,7,17,1
Television,1,3,0,outdoor,297,10-01-2018,23:00:00,00:00:00,0,0,0
Television,1,3,0,outdoor,260,11-01-2018,07:00:00,08:00:00,3,10,0
Television,1,3,0,outdoor,228,11-01-2018,22:00:00,23:00:00,10,11,1
Television,1,3,0,outdoor,273,11-01-2018,22:00:00,23:00:00,2,16,0
Television,1,3,0,outdoor,287,12-01-2018,08:00:00,09:00:00,1,24,0
Television,1,3,0,outdoor,254,12-01-2018,15:00:00,16:00:00,5,27,1
Television,1,3,0,outdoor,220,13-01-2018,02:00:00,03:00:00,9,10,1
Television,1,3,0,outdoor,257,13-01-2018,04:00:00,05:00:00,9,23,0
Television,1,3,0,outdoor,203,13-01-2018,06:00:00,07:00:00,3,18,1
Television,1,3,0,outdoor,250,13-01-2018,22:00:00,23:00:00,5,16,1
AC,1,4,401,indoor,1190,03-01-2018,16:00:00,17:00:00,0,0,1
AC,1,4,401,indoor,1258,04-01-2018,03:00:00,04:00:00,2,26,1
Computer,1,4,401,indoor,499,28-01-2018,07:00:00,08:00:00,7,1,0
Computer,1,4,401,indoor,419,28-01-2018,16:00:00,17:00:00,9,28,0
Computer,1,4,401,indoor,418,28-01-2018,20:00:00,21:00:00,9,13,0
Computer,1,4,401,indoor,499,30-01-2018,04:00:00,05:00:00,8,26,0
Computer,1,4,401,indoor,479,31-01-2018,12:00:00,13:00:00,9,26,0
Heater,1,4,401,indoor,2564,22-01-2018,12:00:00,13:00:00,5,30,0
Lights,1,4,401,indoor,1008,06-01-2018,20:00:00,21:00:00,0,0,1
Lights,1,4,401,indoor,1711,07-01-2018,09:00:00,10:00:00,6,24,0
Lights,1,4,401,indoor,1104,07-01-2018,16:00:00,17:00:00,4,17,1
Lights,1,4,401,indoor,1133,08-01-2018,08:00:00,09:00:00,2,15,1
Lights,1,4,401,indoor,1625,09-01-2018,13:00:00,14:00:00,0,0,0
Microwave,1,4,401,indoor,1978,25-01-2018,17:00:00,18:00:00,4,30,0
Refridgerator,1,4,401,indoor,155,15-01-2018,23:00:00,00:00:00,5,29,1
Refridgerator,1,4,401,indoor,272,17-01-2018,09:00:00,10:00:00,2,2,0
Refridgerator,1,4,401,indoor,150,17-01-2018,18:00:00,19:00:00,7,18,1
Refridgerator,1,4,401,indoor,278,18-01-2018,11:00:00,12:00:00,0,0,0
AC,1,4,402,indoor,1895,05-01-2018,12:00:00,13:00:00,10,23,0
Computer,1,4,402,indoor,403,27-01-2018,12:00:00,13:00:00,2,12,1
Computer,1,4,402,indoor,313,29-01-2018,04:00:00,05:00:00,3,20,1
Computer,1,4,402,indoor,488,30-01-2018,13:00:00,14:00:00,4,8,0
Heater,1,4,402,indoor,1811,19-01-2018,16:00:00,17:00:00,0,0,1
Lights,1,4,402,indoor,1781,05-01-2018,08:00:00,09:00:00,6,19,0
Microwave,1,4,402,indoor,1601,24-01-2018,01:00:00,02:00:00,3,4,0
Microwave,1,4,402,indoor,1625,24-01-2018,20:00:00,21:00:00,1,11,0
Microwave,1,4,402,indoor,1388,24-01-2018,23:00:00,00:00:00,10,1,1
Refridgerator,1,4,402,indoor,180,14-01-2018,16:00:00,17:00:00,3,8,1
Refridgerator,1,4,402,indoor,275,18-01-2018,01:00:00,02:00:00,7,14,0
Refridgerator,1,4,402,indoor,230,18-01-2018,13:00:00,14:00:00,0,0,0
Television,1,4,402,indoor,236,10-01-2018,00:00:00,01:00:00,7,7,1
Television,1,4,402,indoor,267,10-01-2018,13:00:00,14:00:00,7,6,0
Television,1,4,402,indoor,233,10-01-2018,19:00:00,20:00:00,0,0,1
Television,1,4,402,indoor,271,12-01-2018,02:00:00,03:00:00,0,0,0
Television,1,4,402,indoor,289,12-01-2018,16:00:00,17:00:00,5,28,0
Television,1,4,402,indoor,255,12-01-2018,19:00:00,20:00:00,5,17,1
AC,1,4,403,indoor,1483,05-01-2018,20:00:00,21:00:00,6,6,0
Computer,1,4,403,indoor,316,29-01-2018,15:00:00,16:00:00,9,27,1
Computer,1,4,403,indoor,448,30-01-2018,14:00:00,15:00:00,9,29,0
Lights,1,4,403,indoor,1886,06-01-2018,06:00:00,07:00:00,1,8,0
Microwave,1,4,403,indoor,1990,26-01-2018,21:00:00,22:00:00,5,21,0
Refridgerator,1,4,403,indoor,195,14-01-2018,04:00:00,05:00:00,8,6,1
Refridgerator,1,4,403,indoor,169,17-01-2018,14:00:00,15:00:00,10,23,1
Television,1,4,403,indoor,230,11-01-2018,10:00:00,11:00:00,5,16,1
Television,1,4,403,indoor,292,11-01-2018,18:00:00,19:00:00,0,0,0
Television,1,4,403,indoor,202,13-01-2018,03:00:00,04:00:00,7,17,1
Television,1,4,403,indoor,295,14-01-2018,12:00:00,13:00:00,9,29,0
AC,1,4,404,indoor,1412,01-01-2018,09:00:00,10:00:00,0,0,1
Computer,1,4,404,indoor,493,27-01-2018,11:00:00,12:00:00,8,2,0
Computer,1,4,404,indoor,479,29-01-2018,16:00:00,17:00:00,6,15,0
Computer,1,4,404,indoor,472,30-01-2018,18:00:00,19:00:00,2,3,0
Computer,1,4,404,indoor,400,31-01-2018,02:00:00,03:00:00,9,7,0
Heater,1,4,404,indoor,1619,18-01-2018,07:00:00,08:00:00,6,28,1
Heater,1,4,404,indoor,2651,18-01-2018,12:00:00,13:00:00,8,8,0
Heater,1,4,404,indoor,2249,22-01-2018,23:00:00,00:00:00,1,12,1
Lights,1,4,404,indoor,1954,07-01-2018,06:00:00,07:00:00,10,7,0
Lights,1,4,404,indoor,1732,08-01-2018,23:00:00,00:00:00,2,18,0
Lights,1,4,404,indoor,1039,09-01-2018,20:00:00,21:00:00,6,7,1
Microwave,1,4,404,indoor,1732,26-01-2018,08:00:00,09:00:00,7,25,0
Refridgerator,1,4,404,indoor,259,15-01-2018,01:00:00,02:00:00,9,1,0
Television,1,4,404,indoor,201,13-01-2018,12:00:00,13:00:00,4,6,1
AC,1,4,405,indoor,1011,02-01-2018,20:00:00,21:00:00,3,3,1
AC,1,4,405,indoor,1890,04-01-2018,19:00:00,20:00:00,9,18,0
Computer,1,4,405,indoor,495,27-01-2018,22:00:00,23:00:00,8,17,0
Computer,1,4,405,indoor,471,29-01-2018,12:00:00,13:00:00,7,12,0
Heater,1,4,405,indoor,2042,23-01-2018,20:00:00,21:00:00,8,20,1
Lights,1,4,405,indoor,1759,06-01-2018,07:00:00,08:00:00,9,28,0
Lights,1,4,405,indoor,1702,07-01-2018,12:00:00,13:00:00,10,27,0
Microwave,1,4,405,indoor,1135,23-01-2018,02:00:00,03:00:00,5,30,1
Microwave,1,4,405,indoor,1870,24-01-2018,10:00:00,11:00:00,10,23,0
Refridgerator,1,4,405,indoor,247,14-01-2018,10:00:00,11:00:00,0,0,0
Refridgerator,1,4,405,indoor,174,14-01-2018,10:00:00,11:00:00,9,22,1
Refridgerator,1,4,405,indoor,200,16-01-2018,23:00:00,00:00:00,2,14,0
Refridgerator,1,4,405,indoor,222,18-01-2018,11:00:00,12:00:00,0,0,0
Television,1,4,405,indoor,232,12-01-2018,12:00:00,13:00:00,4,12,1
Computer,1,4,406,indoor,441,28-01-2018,10:00:00,11:00:00,10,18,0
Computer,1,4,406,indoor,383,29-01-2018,09:00:00,10:00:00,6,16,1
Computer,1,4,406,indoor,409,31-01-2018,10:00:00,11:00:00,2,1,1
Heater,1,4,406,indoor,1617,18-01-2018,23:00:00,00:00:00,2,1,1
Heater,1,4,406,indoor,2409,22-01-2018,20:00:00,21:00:00,5,23,0
Lights,1,4,406,indoor,1597,05-01-2018,05:00:00,06:00:00,4,29,0
Lights,1,4,406,indoor,1081,07-01-2018,07:00:00,08:00:00,4,5,1
Lights,1,4,406,indoor,1654,08-01-2018,16:00:00,17:00:00,7,2,0
Lights,1,4,406,indoor,1346,09-01-2018,11:00:00,12:00:00,2,27,1
Microwave,1,4,406,indoor,1671,23-01-2018,20:00:00,21:00:00,4,22,0
Microwave,1,4,406,indoor,1748,27-01-2018,02:00:00,03:00:00,10,1,0
Refridgerator,1,4,406,indoor,185,17-01-2018,03:00:00,04:00:00,9,5,1
Television,1,4,406,indoor,285,13-01-2018,03:00:00,04:00:00,7,5,0
AC,1,4,407,indoor,1688,03-01-2018,08:00:00,09:00:00,1,15,0
Lights,1,4,407,indoor,1434,06-01-2018,18:00:00,19:00:00,4,3,1
Microwave,1,4,407,indoor,1188,25-01-2018,09:00:00,10:00:00,6,13,1
Refridgerator,1,4,407,indoor,127,15-01-2018,03:00:00,04:00:00,10,24,1
Refridgerator,1,4,407,indoor,204,16-01-2018,08:00:00,09:00:00,4,27,0
Refridgerator,1,4,407,indoor,266,17-01-2018,11:00:00,12:00:00,3,21,0
Refridgerator,1,4,407,indoor,215,17-01-2018,22:00:00,23:00:00,5,14,0
Refridgerator,1,4,407,indoor,248,18-01-2018,05:00:00,06:00:00,2,19,0
AC,1,4,0,outdoor,2209,01-01-2018,10:00:00,11:00:00,3,1,1
AC,1,4,0,outdoor,4695,01-01-2018,11:00:00,12:00:00,2,10,0
AC,1,4,0,outdoor,3369,02-01-2018,11:00:00,12:00:00,10,15,1
AC,1,4,0,outdoor,2939,03-01-2018,18:00:00,19:00:00,3,22,0
AC,1,4,0,outdoor,3234,04-01-2018,03:00:00,04:00:00,6,17,1
AC,1,4,0,outdoor,2369,04-01-2018,10:00:00,11:00:00,2,18,1
Computer,1,4,0,outdoor,490,28-01-2018,04:00:00,05:00:00,5,5,0
Computer,1,4,0,outdoor,463,28-01-2018,12:00:00,13:00:00,1,3,0
Computer,1,4,0,outdoor,489,28-01-2018,14:00:00,15:00:00,7,22,0
Computer,1,4,0,outdoor,474,29-01-2018,07:00:00,08:00:00,10,5,0
Computer,1,4,0,outdoor,490,29-01-2018,10:00:00,11:00:00,1,19,0
Computer,1,4,0,outdoor,420,29-01-2018,12:00:00,13:00:00,7,2,0
Computer,1,4,0,outdoor,319,29-01-2018,12:00:00,13:00:00,8,16,1
Computer,1,4,0,outdoor,468,29-01-2018,18:00:00,19:00:00,7,25,0
Computer,1,4,0,outdoor,371,30-01-2018,20:00:00,21:00:00,0,0,1
Computer,1,4,0,outdoor,444,31-01-2018,15:00:00,16:00:00,10,5,0
Computer,1,4,0,outdoor,496,31-01-2018,15:00:00,16:00:00,9,19,0
Heater,1,4,0,outdoor,2362,19-01-2018,10:00:00,11:00:00,3,29,0
Heater,1,4,0,outdoor,1740,19-01-2018,15:00:00,16:00:00,6,5,1
Heater,1,4,0,outdoor,2039,19-01-2018,21:00:00,22:00:00,0,0,1
Heater,1,4,0,outdoor,2748,20-01-2018,15:00:00,16:00:00,4,30,0
Heater,1,4,0,outdoor,2982,20-01-2018,23:00:00,00:00:00,0,0,0
Heater,1,4,0,outdoor,1517,21-01-2018,05:00:00,06:00:00,9,20,1
Heater,1,4,0,outdoor,2860,21-01-2018,08:00:00,09:00:00,0,0,0
Heater,1,4,0,outdoor,1539,21-01-2018,18:00:00,19:00:00,3,24,1
Heater,1,4,0,outdoor,2574,22-01-2018,05:00:00,06:00:00,6,20,0
Heater,1,4,0,outdoor,2518,22-01-2018,14:00:00,15:00:00,10,11,0
Heater,1,4,0,outdoor,2345,22-01-2018,21:00:00,22:00:00,2,6,0
Lights,1,4,0,outdoor,2139,05-01-2018,13:00:00,14:00:00,6,15,1
Lights,1,4,0,outdoor,2580,06-01-2018,00:00:00,01:00:00,9,9,1
Lights,1,4,0,outdoor,4788,06-01-2018,02:00:00,03:00:00,8,20,0
Lights,1,4,0,outdoor,2385,06-01-2018,08:00:00,09:00:00,4,2,1
Lights,1,4,0,outdoor,2546,06-01-2018,14:00:00,15:00:00,8,1,1
Lights,1,4,0,outdoor,4333,06-01-2018,16:00:00,17:00:00,6,3,0
