device,building,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Lights,1,105,low cold,2018-01-06,17:00:00,18:00:00,evening,14,45,1999,0
Lights,1,105,low cold,2018-01-06,18:00:00,19:00:00,evening,8,48,1997,0
Lights,1,105,low cold,2018-01-06,19:00:00,20:00:00,night,12,9,1665,0
Lights,1,105,low cold,2018-01-06,21:00:00,22:00:00,night,4,32,1323,1
Lights,1,105,low cold,2018-01-06,22:00:00,23:00:00,night,1,35,1241,1
Lights,1,105,low cold,2018-01-06,23:00:00,00:00:00,midnight,3,46,1233,1
Lights,1,105,low cold,2018-01-07,00:00:00,01:00:00,midnight,15,45,1882,0
Lights,1,105,low cold,2018-01-07,00:00:00,01:00:00,midnight,10,45,1561,0
Lights,1,105,low cold,2018-01-07,03:00:00,04:00:00,midnight,2,8,1754,0
Lights,1,105,low cold,2018-01-07,06:00:00,07:00:00,early morning,6,48,1814,1
Lights,1,105,low cold,2018-01-07,07:00:00,08:00:00,morning,7,46,1369,1
Lights,1,105,low cold,2018-01-07,07:00:00,08:00:00,morning,7,51,1284,1
Lights,1,105,low cold,2018-01-07,12:00:00,13:00:00,afternoon,10,58,1140,1
Lights,1,105,low cold,2018-01-07,12:00:00,13:00:00,afternoon,2,44,1347,1
Lights,1,105,low cold,2018-01-07,12:00:00,13:00:00,afternoon,6,17,1680,0
Lights,1,105,low cold,2018-01-07,13:00:00,14:00:00,afternoon,5,38,1149,1
Lights,1,105,low cold,2018-01-07,13:00:00,14:00:00,afternoon,1,47,1926,0
Lights,1,105,low cold,2018-01-07,14:00:00,15:00:00,afternoon,3,28,1149,1
Lights,1,105,low cold,2018-01-07,15:00:00,16:00:00,afternoon,11,33,1454,1
Lights,1,105,low cold,2018-01-07,18:00:00,19:00:00,evening,7,24,1542,1
Lights,1,105,low cold,2018-01-07,18:00:00,19:00:00,evening,15,7,1478,1
Lights,1,105,low cold,2018-01-07,18:00:00,19:00:00,evening,7,25,1294,1
Lights,1,105,low cold,2018-01-07,19:00:00,20:00:00,night,13,44,1798,0
Lights,1,105,low cold,2018-01-07,19:00:00,20:00:00,night,13,24,1592,0
Lights,1,105,low cold,2018-01-07,20:00:00,21:00:00,night,0,0,1577,0
Lights,1,105,low cold,2018-01-07,21:00:00,22:00:00,night,10,37,1308,1
Lights,1,105,low cold,2018-01-07,22:00:00,23:00:00,night,11,50,1298,1
Lights,1,105,low cold,2018-01-08,00:00:00,01:00:00,midnight,15,45,1305,1
Lights,1,105,low cold,2018-01-08,00:00:00,01:00:00,midnight,12,45,1671,0
Lights,1,105,low cold,2018-01-08,03:00:00,04:00:00,midnight,5,4,1517,1
Lights,1,105,low cold,2018-01-08,05:00:00,06:00:00,early morning,8,39,1429,1
Lights,1,105,low cold,2018-01-08,05:00:00,06:00:00,early morning,9,57,1512,0
Lights,1,105,low cold,2018-01-08,06:00:00,07:00:00,early morning,4,52,1969,0
Lights,1,105,low cold,2018-01-08,07:00:00,08:00:00,morning,10,16,1618,0
Lights,1,105,low cold,2018-01-08,11:00:00,12:00:00,morning,3,22,1316,1
Lights,1,105,low cold,2018-01-08,12:00:00,13:00:00,afternoon,12,26,1084,1
Lights,1,105,low cold,2018-01-08,12:00:00,13:00:00,afternoon,7,21,1863,0
Lights,1,105,low cold,2018-01-08,16:00:00,17:00:00,evening,12,10,1535,1
Lights,1,105,low cold,2018-01-08,21:00:00,22:00:00,night,2,33,1308,1
Lights,1,105,low cold,2018-01-09,00:00:00,01:00:00,midnight,9,53,1140,1
Lights,1,105,low cold,2018-01-09,01:00:00,02:00:00,midnight,14,45,1124,1
Lights,1,105,low cold,2018-01-09,02:00:00,03:00:00,midnight,3,35,1629,0
Lights,1,105,low cold,2018-01-09,02:00:00,03:00:00,midnight,6,11,1239,1
Lights,1,105,low cold,2018-01-09,03:00:00,04:00:00,midnight,6,20,1137,1
Lights,1,105,low cold,2018-01-09,04:00:00,05:00:00,early morning,1,22,1535,0
Lights,1,105,low cold,2018-01-09,07:00:00,08:00:00,morning,10,43,1702,0
Lights,1,105,low cold,2018-01-09,13:00:00,14:00:00,afternoon,6,36,1748,0
Lights,1,105,low cold,2018-01-09,17:00:00,18:00:00,evening,14,28,1786,1
Lights,1,105,low cold,2018-01-09,19:00:00,20:00:00,night,12,3,1257,1
Lights,1,105,low cold,2018-01-09,23:00:00,00:00:00,midnight,8,12,1911,0
Refridgerator,1,105,low cold,2018-01-14,00:00:00,01:00:00,midnight,8,9,204,0
Refridgerator,1,105,low cold,2018-01-14,03:00:00,04:00:00,midnight,7,58,185,0
Refridgerator,1,105,low cold,2018-01-14,03:00:00,04:00:00,midnight,9,50,116,1
Refridgerator,1,105,low cold,2018-01-14,06:00:00,07:00:00,early morning,4,17,134,1
Refridgerator,1,105,low cold,2018-01-14,06:00:00,07:00:00,early morning,14,23,127,1
Refridgerator,1,105,low cold,2018-01-14,06:00:00,07:00:00,early morning,3,50,258,0
Refridgerator,1,105,low cold,2018-01-14,12:00:00,13:00:00,afternoon,6,51,155,1
Refridgerator,1,105,low cold,2018-01-14,14:00:00,15:00:00,afternoon,1,17,296,0
Refridgerator,1,105,low cold,2018-01-14,15:00:00,16:00:00,afternoon,8,9,245,0
Refridgerator,1,105,low cold,2018-01-14,17:00:00,18:00:00,evening,0,0,230,0
Refridgerator,1,105,low cold,2018-01-14,20:00:00,21:00:00,night,13,28,280,0
Refridgerator,1,105,low cold,2018-01-14,23:00:00,00:00:00,midnight,0,0,193,1
Refridgerator,1,105,low cold,2018-01-15,01:00:00,02:00:00,midnight,9,17,225,0
Refridgerator,1,105,low cold,2018-01-15,01:00:00,02:00:00,midnight,12,22,185,0
Refridgerator,1,105,low cold,2018-01-15,01:00:00,02:00:00,midnight,3,56,141,1
Refridgerator,1,105,low cold,2018-01-15,03:00:00,04:00:00,midnight,11,22,264,0
Refridgerator,1,105,low cold,2018-01-15,04:00:00,05:00:00,early morning,0,0,278,0
Refridgerator,1,105,low cold,2018-01-15,05:00:00,06:00:00,early morning,1,53,201,0
Refridgerator,1,105,low cold,2018-01-15,06:00:00,07:00:00,early morning,3,8,294,0
Refridgerator,1,105,low cold,2018-01-15,11:00:00,12:00:00,morning,8,30,222,0
Refridgerator,1,105,low cold,2018-01-15,12:00:00,13:00:00,afternoon,10,5,213,1
Refridgerator,1,105,low cold,2018-01-15,13:00:00,14:00:00,afternoon,12,46,103,1
Refridgerator,1,105,low cold,2018-01-15,17:00:00,18:00:00,evening,4,58,276,0
Refridgerator,1,105,low cold,2018-01-15,17:00:00,18:00:00,evening,11,32,148,1
Refridgerator,1,105,low cold,2018-01-15,19:00:00,20:00:00,night,3,8,265,0
Refridgerator,1,105,low cold,2018-01-15,19:00:00,20:00:00,night,6,53,299,0
Refridgerator,1,105,low cold,2018-01-15,20:00:00,21:00:00,night,8,43,153,1
Refridgerator,1,105,low cold,2018-01-15,22:00:00,23:00:00,night,0,0,200,0
Refridgerator,1,105,low cold,2018-01-16,00:00:00,01:00:00,midnight,12,15,112,1
Refridgerator,1,105,low cold,2018-01-16,00:00:00,01:00:00,midnight,12,22,196,0
Refridgerator,1,105,low cold,2018-01-16,01:00:00,02:00:00,midnight,7,33,129,1
Refridgerator,1,105,low cold,2018-01-16,04:00:00,05:00:00,early morning,2,36,190,1
Refridgerator,1,105,low cold,2018-01-16,04:00:00,05:00:00,early morning,7,43,243,0
Refridgerator,1,105,low cold,2018-01-16,08:00:00,09:00:00,morning,5,45,275,0
Refridgerator,1,105,low cold,2018-01-16,09:00:00,10:00:00,morning,9,48,178,0
Refridgerator,1,105,low cold,2018-01-16,11:00:00,12:00:00,morning,10,11,241,0
Refridgerator,1,105,low cold,2018-01-16,12:00:00,13:00:00,afternoon,10,7,215,1
Refridgerator,1,105,low cold,2018-01-16,14:00:00,15:00:00,afternoon,0,0,145,1
Refridgerator,1,105,low cold,2018-01-16,18:00:00,19:00:00,evening,8,16,226,0
Refridgerator,1,105,low cold,2018-01-16,20:00:00,21:00:00,night,14,59,275,0
Refridgerator,1,105,low cold,2018-01-16,21:00:00,22:00:00,night,12,24,245,0
Refridgerator,1,105,low cold,2018-01-16,21:00:00,22:00:00,night,12,6,268,0
Refridgerator,1,105,low cold,2018-01-16,22:00:00,23:00:00,night,15,59,145,1
Refridgerator,1,105,low cold,2018-01-16,23:00:00,00:00:00,midnight,13,3,166,1
Refridgerator,1,105,low cold,2018-01-17,00:00:00,01:00:00,midnight,3,7,137,1
Refridgerator,1,105,low cold,2018-01-17,06:00:00,07:00:00,early morning,12,18,115,1
Refridgerator,1,105,low cold,2018-01-17,07:00:00,08:00:00,morning,8,50,134,1
Refridgerator,1,105,low cold,2018-01-17,08:00:00,09:00:00,morning,6,51,231,1
Refridgerator,1,105,low cold,2018-01-17,15:00:00,16:00:00,afternoon,0,0,133,1
Refridgerator,1,105,low cold,2018-01-17,18:00:00,19:00:00,evening,1,22,113,1
Refridgerator,1,105,low cold,2018-01-17,21:00:00,22:00:00,night,11,22,185,1
Refridgerator,1,105,low cold,2018-01-18,00:00:00,01:00:00,midnight,10,24,253,0
Refridgerator,1,105,low cold,2018-01-18,00:00:00,01:00:00,midnight,1,49,182,1
Refridgerator,1,105,low cold,2018-01-18,01:00:00,02:00:00,midnight,4,59,141,1
Refridgerator,1,105,low cold,2018-01-18,03:00:00,04:00:00,midnight,11,17,139,1
Refridgerator,1,105,low cold,2018-01-18,05:00:00,06:00:00,early morning,9,43,272,0
Refridgerator,1,105,low cold,2018-01-18,08:00:00,09:00:00,morning,1,1,279,0
Refridgerator,1,105,low cold,2018-01-18,14:00:00,15:00:00,afternoon,5,42,163,1
Refridgerator,1,105,low cold,2018-01-18,15:00:00,16:00:00,afternoon,2,27,173,1
Refridgerator,1,105,low cold,2018-01-18,17:00:00,18:00:00,evening,0,0,204,1
Refridgerator,1,105,low cold,2018-01-18,19:00:00,20:00:00,night,10,20,215,1
Refridgerator,1,105,low cold,2018-01-18,19:00:00,20:00:00,night,13,52,176,1
Refridgerator,1,105,low cold,2018-01-18,20:00:00,21:00:00,night,6,24,108,1
Refridgerator,1,105,low cold,2018-01-18,21:00:00,22:00:00,night,14,55,154,1
Refridgerator,1,105,low cold,2018-01-18,23:00:00,00:00:00,midnight,6,30,159,1
Computer,1,107,low cold,2018-01-27,00:00:00,01:00:00,midnight,13,37,349,1
Computer,1,107,low cold,2018-01-27,03:00:00,04:00:00,midnight,9,50,398,0
Computer,1,107,low cold,2018-01-27,07:00:00,08:00:00,morning,5,3,451,0
Computer,1,107,low cold,2018-01-27,13:00:00,14:00:00,afternoon,11,56,333,1
Computer,1,107,low cold,2018-01-27,15:00:00,16:00:00,afternoon,3,24,385,1
Computer,1,107,low cold,2018-01-27,15:00:00,16:00:00,afternoon,1,50,417,0
Computer,1,107,low cold,2018-01-27,21:00:00,22:00:00,night,6,2,330,1
Computer,1,107,low cold,2018-01-28,00:00:00,01:00:00,midnight,1,46,335,1
Computer,1,107,low cold,2018-01-28,03:00:00,04:00:00,midnight,8,4,454,0
Computer,1,107,low cold,2018-01-28,05:00:00,06:00:00,early morning,0,0,425,0
Computer,1,107,low cold,2018-01-28,07:00:00,08:00:00,morning,0,0,376,1
Computer,1,107,low cold,2018-01-28,09:00:00,10:00:00,morning,14,50,488,0
Computer,1,107,low cold,2018-01-28,09:00:00,10:00:00,morning,10,49,318,1
Computer,1,107,low cold,2018-01-28,14:00:00,15:00:00,afternoon,4,51,385,1
Computer,1,107,low cold,2018-01-28,17:00:00,18:00:00,evening,6,12,358,1
Computer,1,107,low cold,2018-01-28,18:00:00,19:00:00,evening,0,0,497,0
Computer,1,107,low cold,2018-01-28,18:00:00,19:00:00,evening,10,58,444,0
Computer,1,107,low cold,2018-01-28,18:00:00,19:00:00,evening,2,33,403,1
Computer,1,107,low cold,2018-01-28,21:00:00,22:00:00,night,3,30,359,1
Computer,1,107,low cold,2018-01-28,21:00:00,22:00:00,night,5,12,401,0
Computer,1,107,low cold,2018-01-28,23:00:00,00:00:00,midnight,15,45,339,1
Computer,1,107,low cold,2018-01-29,01:00:00,02:00:00,midnight,7,31,346,1
Computer,1,107,low cold,2018-01-29,02:00:00,03:00:00,midnight,11,39,483,0
Computer,1,107,low cold,2018-01-29,03:00:00,04:00:00,midnight,3,47,309,1
Computer,1,107,low cold,2018-01-29,06:00:00,07:00:00,early morning,6,29,343,1
Computer,1,107,low cold,2018-01-29,07:00:00,08:00:00,morning,8,27,300,1
Computer,1,107,low cold,2018-01-29,07:00:00,08:00:00,morning,0,0,482,0
Computer,1,107,low cold,2018-01-29,10:00:00,11:00:00,morning,4,27,432,0
Computer,1,107,low cold,2018-01-29,10:00:00,11:00:00,morning,7,40,416,1
Computer,1,107,low cold,2018-01-29,11:00:00,12:00:00,morning,9,45,459,0
Computer,1,107,low cold,2018-01-29,12:00:00,13:00:00,afternoon,9,57,351,1
Computer,1,107,low cold,2018-01-29,14:00:00,15:00:00,afternoon,0,0,323,1
Computer,1,107,low cold,2018-01-29,19:00:00,20:00:00,night,13,22,472,0
Computer,1,107,low cold,2018-01-29,22:00:00,23:00:00,night,5,20,449,0
Computer,1,107,low cold,2018-01-29,23:00:00,00:00:00,midnight,5,22,487,0
Computer,1,107,low cold,2018-01-30,00:00:00,01:00:00,midnight,7,48,471,0
Computer,1,107,low cold,2018-01-30,02:00:00,03:00:00,midnight,4,45,376,1
Computer,1,107,low cold,2018-01-30,06:00:00,07:00:00,early morning,9,57,379,0
Computer,1,107,low cold,2018-01-30,07:00:00,08:00:00,morning,14,48,418,0
Computer,1,107,low cold,2018-01-30,10:00:00,11:00:00,morning,15,40,435,0
Computer,1,107,low cold,2018-01-30,12:00:00,13:00:00,afternoon,14,46,472,0
Computer,1,107,low cold,2018-01-30,18:00:00,19:00:00,evening,7,32,314,1
Computer,1,107,low cold,2018-01-30,19:00:00,20:00:00,night,13,34,371,1
Computer,1,107,low cold,2018-01-30,20:00:00,21:00:00,night,2,12,486,0
Computer,1,107,low cold,2018-01-31,00:00:00,01:00:00,midnight,0,0,441,0
Computer,1,107,low cold,2018-01-31,00:00:00,01:00:00,midnight,12,37,330,1
Computer,1,107,low cold,2018-01-31,01:00:00,02:00:00,midnight,14,15,490,0
Computer,1,107,low cold,2018-01-31,02:00:00,03:00:00,midnight,11,52,415,1
Computer,1,107,low cold,2018-01-31,03:00:00,04:00:00,midnight,10,43,400,0
Computer,1,107,low cold,2018-01-31,05:00:00,06:00:00,early morning,9,3,474,0
Computer,1,107,low cold,2018-01-31,06:00:00,07:00:00,early morning,10,15,478,0
Computer,1,107,low cold,2018-01-31,08:00:00,09:00:00,morning,10,29,456,0
Computer,1,107,low cold,2018-01-31,09:00:00,10:00:00,morning,13,13,342,1
Computer,1,107,low cold,2018-01-31,10:00:00,11:00:00,morning,1,11,481,0
Computer,1,107,low cold,2018-01-31,11:00:00,12:00:00,morning,2,15,399,1
Computer,1,107,low cold,2018-01-31,13:00:00,14:00:00,afternoon,10,34,432,0
Computer,1,107,low cold,2018-01-31,14:00:00,15:00:00,afternoon,7,23,375,1
Computer,1,107,low cold,2018-01-31,17:00:00,18:00:00,evening,15,9,485,0
Computer,1,107,low cold,2018-01-31,18:00:00,19:00:00,evening,0,0,392,1
Computer,1,107,low cold,2018-01-31,19:00:00,20:00:00,night,15,30,336,1
Computer,1,107,low cold,2018-01-31,20:00:00,21:00:00,night,7,14,473,0
Computer,1,107,low cold,2018-01-31,20:00:00,21:00:00,night,7,2,447,1
Computer,1,107,low cold,2018-01-31,21:00:00,22:00:00,night,3,58,489,0
Computer,1,107,low cold,2018-01-31,21:00:00,22:00:00,night,4,36,380,0
Computer,1,107,low cold,2018-01-31,22:00:00,23:00:00,night,9,12,489,0
Television,2,201,low hot,2018-01-09,05:00:00,06:00:00,early morning,11,22,256,0
Television,2,201,low hot,2018-01-09,07:00:00,08:00:00,morning,9,40,292,0
Television,2,201,low hot,2018-01-09,14:00:00,15:00:00,afternoon,12,55,296,0
Television,2,201,low hot,2018-01-09,19:00:00,20:00:00,night,2,4,269,1
Television,2,201,low hot,2018-01-09,23:00:00,00:00:00,midnight,14,21,208,1
Television,2,201,low hot,2018-01-10,00:00:00,01:00:00,midnight,8,59,273,0
Television,2,201,low hot,2018-01-10,02:00:00,03:00:00,midnight,1,37,257,0
Television,2,201,low hot,2018-01-10,07:00:00,08:00:00,morning,5,23,238,1
Television,2,201,low hot,2018-01-10,08:00:00,09:00:00,morning,11,35,285,1
Television,2,201,low hot,2018-01-10,08:00:00,09:00:00,morning,15,55,279,1
Television,2,201,low hot,2018-01-10,09:00:00,10:00:00,morning,6,42,202,1
Television,2,201,low hot,2018-01-10,10:00:00,11:00:00,morning,8,15,214,1
Television,2,201,low hot,2018-01-10,11:00:00,12:00:00,morning,5,3,231,1
Television,2,201,low hot,2018-01-10,13:00:00,14:00:00,afternoon,5,14,248,0
Television,2,201,low hot,2018-01-10,13:00:00,14:00:00,afternoon,6,33,216,1
Television,2,201,low hot,2018-01-10,14:00:00,15:00:00,afternoon,6,57,237,1
Television,2,201,low hot,2018-01-10,17:00:00,18:00:00,evening,6,49,294,0
Television,2,201,low hot,2018-01-10,18:00:00,19:00:00,evening,0,0,214,1
Television,2,201,low hot,2018-01-10,18:00:00,19:00:00,evening,7,7,260,0
Television,2,201,low hot,2018-01-10,19:00:00,20:00:00,night,6,13,257,1
Television,2,201,low hot,2018-01-10,20:00:00,21:00:00,night,8,3,227,1
Television,2,201,low hot,2018-01-10,22:00:00,23:00:00,night,4,25,244,0
Television,2,201,low hot,2018-01-10,23:00:00,00:00:00,midnight,15,12,279,0
Television,2,201,low hot,2018-01-10,23:00:00,00:00:00,midnight,12,40,226,1
Television,2,201,low hot,2018-01-11,00:00:00,01:00:00,midnight,7,19,202,1
Television,2,201,low hot,2018-01-11,01:00:00,02:00:00,midnight,4,59,213,1
Television,2,201,low hot,2018-01-11,01:00:00,02:00:00,midnight,3,9,235,0
Television,2,201,low hot,2018-01-11,02:00:00,03:00:00,midnight,11,13,237,1
Television,2,201,low hot,2018-01-11,04:00:00,05:00:00,early morning,8,38,285,0
Television,2,201,low hot,2018-01-11,06:00:00,07:00:00,early morning,5,21,261,1
Television,2,201,low hot,2018-01-11,08:00:00,09:00:00,morning,12,35,295,0
Television,2,201,low hot,2018-01-11,09:00:00,10:00:00,morning,15,16,221,1
Television,2,201,low hot,2018-01-11,12:00:00,13:00:00,afternoon,0,0,294,0
Television,2,201,low hot,2018-01-11,13:00:00,14:00:00,afternoon,9,20,230,0
Television,2,201,low hot,2018-01-11,14:00:00,15:00:00,afternoon,2,6,218,1
Television,2,201,low hot,2018-01-11,15:00:00,16:00:00,afternoon,8,12,260,0
Television,2,201,low hot,2018-01-11,15:00:00,16:00:00,afternoon,15,6,269,0
Television,2,201,low hot,2018-01-11,17:00:00,18:00:00,evening,14,5,289,0
Television,2,201,low hot,2018-01-11,17:00:00,18:00:00,evening,13,42,212,1
Television,2,201,low hot,2018-01-11,18:00:00,19:00:00,evening,7,34,262,0
Television,2,201,low hot,2018-01-11,18:00:00,19:00:00,evening,7,9,289,0
Television,2,201,low hot,2018-01-11,22:00:00,23:00:00,night,6,22,211,1
Television,2,201,low hot,2018-01-11,23:00:00,00:00:00,midnight,14,46,293,0
Television,2,201,low hot,2018-01-11,23:00:00,00:00:00,midnight,0,0,205,1
Television,2,201,low hot,2018-01-12,03:00:00,04:00:00,midnight,0,0,208,1
Television,2,201,low hot,2018-01-12,05:00:00,06:00:00,early morning,10,23,230,1
Television,2,201,low hot,2018-01-12,06:00:00,07:00:00,early morning,7,58,250,1
Television,2,201,low hot,2018-01-12,07:00:00,08:00:00,morning,8,10,266,1
Television,2,201,low hot,2018-01-12,11:00:00,12:00:00,morning,15,10,247,0
Television,2,201,low hot,2018-01-12,12:00:00,13:00:00,afternoon,0,0,274,0
Television,2,201,low hot,2018-01-12,12:00:00,13:00:00,afternoon,1,39,240,1
Television,2,201,low hot,2018-01-12,15:00:00,16:00:00,afternoon,11,27,244,1
Television,2,201,low hot,2018-01-12,17:00:00,18:00:00,evening,3,26,257,1
Television,2,201,low hot,2018-01-12,17:00:00,18:00:00,evening,8,16,231,1
Television,2,201,low hot,2018-01-12,21:00:00,22:00:00,night,12,27,202,1
Television,2,201,low hot,2018-01-12,22:00:00,23:00:00,night,4,42,206,1
Television,2,201,low hot,2018-01-12,22:00:00,23:00:00,night,7,41,236,0
Television,2,201,low hot,2018-01-13,00:00:00,01:00:00,midnight,15,24,269,0
Television,2,201,low hot,2018-01-13,00:00:00,01:00:00,midnight,14,2,267,0
Television,2,201,low hot,2018-01-13,02:00:00,03:00:00,midnight,10,30,223,1
Television,2,201,low hot,2018-01-13,03:00:00,04:00:00,midnight,13,35,229,0
Television,2,201,low hot,2018-01-13,04:00:00,05:00:00,early morning,4,19,214,1
Television,2,201,low hot,2018-01-13,05:00:00,06:00:00,early morning,10,9,246,1
Television,2,201,low hot,2018-01-13,06:00:00,07:00:00,early morning,15,14,270,0
Television,2,201,low hot,2018-01-13,06:00:00,07:00:00,early morning,3,28,286,0
Television,2,201,low hot,2018-01-13,07:00:00,08:00:00,morning,13,23,264,1
Television,2,201,low hot,2018-01-13,09:00:00,10:00:00,morning,15,27,244,0
Television,2,201,low hot,2018-01-13,14:00:00,15:00:00,afternoon,8,28,280,0
Television,2,201,low hot,2018-01-13,14:00:00,15:00:00,afternoon,12,26,231,1
Television,2,201,low hot,2018-01-13,17:00:00,18:00:00,evening,8,25,268,0
Television,2,201,low hot,2018-01-13,18:00:00,19:00:00,evening,15,52,201,1
Television,2,201,low hot,2018-01-13,19:00:00,20:00:00,night,2,15,296,0
Television,2,201,low hot,2018-01-13,19:00:00,20:00:00,night,0,0,299,0
Television,2,201,low hot,2018-01-13,20:00:00,21:00:00,night,15,37,275,0
Television,2,201,low hot,2018-01-13,20:00:00,21:00:00,night,9,10,280,0
Television,2,201,low hot,2018-01-13,22:00:00,23:00:00,night,7,3,248,0
Television,2,201,low hot,2018-01-14,01:00:00,02:00:00,midnight,5,51,241,0
Television,2,201,low hot,2018-01-14,02:00:00,03:00:00,midnight,0,0,252,0
Television,2,201,low hot,2018-01-14,05:00:00,06:00:00,early morning,15,38,276,0
Television,2,201,low hot,2018-01-14,07:00:00,08:00:00,morning,8,42,296,0
Television,2,201,low hot,2018-01-14,13:00:00,14:00:00,afternoon,2,56,219,1
Television,2,201,low hot,2018-01-14,18:00:00,19:00:00,evening,5,3,249,0
Television,2,201,low hot,2018-01-14,20:00:00,21:00:00,night,3,43,205,1
Television,2,201,low hot,2018-01-14,23:00:00,00:00:00,midnight,8,51,290,0
Heater,2,203,low hot,2018-01-18,01:00:00,02:00:00,midnight,12,40,2975,0
Heater,2,203,low hot,2018-01-18,07:00:00,08:00:00,morning,12,53,2819,0
Heater,2,203,low hot,2018-01-18,08:00:00,09:00:00,morning,15,37,1589,1
Heater,2,203,low hot,2018-01-18,13:00:00,14:00:00,afternoon,5,37,2176,0
Heater,2,203,low hot,2018-01-18,15:00:00,16:00:00,afternoon,4,8,1694,1
Heater,2,203,low hot,2018-01-18,16:00:00,17:00:00,evening,11,19,2598,0
Heater,2,203,low hot,2018-01-18,23:00:00,00:00:00,midnight,11,3,2691,0
Heater,2,203,low hot,2018-01-19,00:00:00,01:00:00,midnight,3,19,2581,0
Heater,2,203,low hot,2018-01-19,07:00:00,08:00:00,morning,12,3,2303,1
Heater,2,203,low hot,2018-01-19,07:00:00,08:00:00,morning,4,36,1991,1
Heater,2,203,low hot,2018-01-19,08:00:00,09:00:00,morning,5,56,2922,0
Heater,2,203,low hot,2018-01-19,13:00:00,14:00:00,afternoon,1,57,2202,0
Heater,2,203,low hot,2018-01-19,14:00:00,15:00:00,afternoon,12,33,1929,0
Heater,2,203,low hot,2018-01-19,14:00:00,15:00:00,afternoon,14,30,2099,0
Heater,2,203,low hot,2018-01-19,15:00:00,16:00:00,afternoon,14,59,1858,1
Heater,2,203,low hot,2018-01-19,15:00:00,16:00:00,afternoon,13,48,2852,0
Heater,2,203,low hot,2018-01-19,19:00:00,20:00:00,night,15,43,2593,0
Heater,2,203,low hot,2018-01-19,23:00:00,00:00:00,midnight,14,18,2200,0
Heater,2,203,low hot,2018-01-19,23:00:00,00:00:00,midnight,8,47,2226,0
Heater,2,203,low hot,2018-01-20,00:00:00,01:00:00,midnight,11,21,2115,1
Heater,2,203,low hot,2018-01-20,02:00:00,03:00:00,midnight,5,10,2250,1
Heater,2,203,low hot,2018-01-20,03:00:00,04:00:00,midnight,8,2,1820,1
Heater,2,203,low hot,2018-01-20,05:00:00,06:00:00,early morning,12,38,2493,1
Heater,2,203,low hot,2018-01-20,08:00:00,09:00:00,morning,0,0,2206,1
Heater,2,203,low hot,2018-01-20,09:00:00,10:00:00,morning,15,29,1539,1
Heater,2,203,low hot,2018-01-20,10:00:00,11:00:00,morning,4,34,2367,0
Heater,2,203,low hot,2018-01-20,10:00:00,11:00:00,morning,8,42,2848,0
