device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action
Lights,100,cold,07-01-2018,09:00:00,10:00:00,morning,14,16,1542.386719,None,Turn off Lights in room 118
Lights,100,very cold,07-01-2018,14:00:00,15:00:00,afternoon,6,36,1504.773438,"Moving 4 people from room 109 to room 100 saves 1485.609375 of electricity, power consumption will reduce from 10452.6953125 to 8967.0859375",Turn off Lights in room 109
Lights,100,cold,07-01-2018,20:00:00,21:00:00,night,5,25,1506.164063,"Moving 7 people from room 119 to room 107 saves 1499.05078125 of electricity, power consumption will reduce from 10555.17578125 to 9056.125",Turn off Lights in room 119
Lights,100,low hot,07-01-2018,20:00:00,21:00:00,night,15,42,1535.425781,"Moving 7 people from room 119 to room 107 saves 1499.05078125 of electricity, power consumption will reduce from 10555.17578125 to 9056.125",Turn off Lights in room 119
Lights,100,cold,08-01-2018,06:00:00,07:00:00,early morning,15,56,1501.300781,"Moving 3 people from room 101 to room 115 saves 1512.1484375 of electricity, power consumption will reduce from 10501.08984375 to 8988.94140625",Turn off Lights in room 101
Lights,100,very cold,08-01-2018,06:00:00,07:00:00,early morning,2,45,1499.554688,"Moving 3 people from room 101 to room 115 saves 1512.1484375 of electricity, power consumption will reduce from 10501.08984375 to 8988.94140625",Turn off Lights in room 101
Lights,100,low hot,08-01-2018,06:00:00,07:00:00,early morning,7,1,1515.394531,"Moving 3 people from room 101 to room 115 saves 1512.1484375 of electricity, power consumption will reduce from 10501.08984375 to 8988.94140625",Turn off Lights in room 101
Lights,100,low cold,08-01-2018,08:00:00,09:00:00,morning,8,50,1553.796875,"Moving 8 people from room 100 to room 119 saves 1553.796875 of electricity, power consumption will reduce from 10623.1953125 to 9069.3984375",Turn off Lights in room 100
Lights,100,very hot,08-01-2018,10:00:00,11:00:00,morning,7,20,1509.03125,"Moving 6 people from room 116 to room 110 saves 1468.98828125 of electricity, power consumption will reduce from 10420.65625 to 8951.66796875",Turn off Lights in room 116
Lights,100,hot,08-01-2018,14:00:00,15:00:00,afternoon,10,28,1498.738281,"Moving 15 people from room 117 to room 102 saves 1486.2578125 of electricity, power consumption will reduce from 10392.07421875 to 8905.81640625",Turn off Lights in room 117
Lights,100,very hot,08-01-2018,19:00:00,20:00:00,night,0,0,1540.710938,None,Turn off Lights in room 111
Lights,100,very cold,08-01-2018,20:00:00,21:00:00,night,13,2,1483.925781,"Moving 8 people from room 111 to room 100 saves 1466.1015625 of electricity, power consumption will reduce from 10414.51953125 to 8948.41796875",Turn off Lights in room 111
Lights,100,cold,08-01-2018,21:00:00,22:00:00,night,7,56,1537.378906,"Moving 10 people from room 100 to room 115 saves 1529.921875 of electricity, power consumption will reduce from 10665.12890625 to 9135.20703125",Turn off Lights in room 100
Lights,100,very cold,08-01-2018,21:00:00,22:00:00,night,10,28,1529.921875,"Moving 10 people from room 100 to room 115 saves 1529.921875 of electricity, power consumption will reduce from 10665.12890625 to 9135.20703125",Turn off Lights in room 100
Lights,100,cold,09-01-2018,04:00:00,05:00:00,early morning,0,0,1523.394531,"Moving 5 people from room 119 to room 109 saves 289.171875 of electricity, power consumption will reduce from 9392.4296875 to 9103.2578125",Turn off Television in room 119
Lights,100,very hot,09-01-2018,07:00:00,08:00:00,morning,11,11,1534.40625,"Moving 14 people from room 102 to room 104 saves 235.73828125 of electricity, power consumption will reduce from 9263.12890625 to 9027.390625",Turn off Television in room 102
Lights,100,very cold,09-01-2018,08:00:00,09:00:00,morning,7,35,1525.894531,"Moving 1 people from room 102 to room 100 saves 270.421875 of electricity, power consumption will reduce from 9390.59765625 to 9120.17578125",Turn off Television in room 102
Lights,100,very hot,09-01-2018,11:00:00,12:00:00,morning,11,10,1516.808594,"Moving 5 people from room 107 to room 118 saves 296.53515625 of electricity, power consumption will reduce from 9293.16796875 to 8996.6328125",Turn off Television in room 107
Lights,100,low hot,09-01-2018,15:00:00,16:00:00,afternoon,8,19,1527.085938,"Moving 11 people from room 107 to room 111 saves 276.73828125 of electricity, power consumption will reduce from 9300.62890625 to 9023.890625",Turn off Television in room 107
Lights,100,very hot,09-01-2018,15:00:00,16:00:00,afternoon,5,8,1524.035156,"Moving 11 people from room 107 to room 111 saves 276.73828125 of electricity, power consumption will reduce from 9300.62890625 to 9023.890625",Turn off Television in room 107
Microwave,100,low cold,23-01-2018,03:00:00,04:00:00,midnight,5,30,1514.71875,"Moving 9 people from room 111 to room 110 saves 1492.81640625 of electricity, power consumption will reduce from 11046.32421875 to 9553.5078125",Turn off Microwave in room 111
Microwave,100,low hot,23-01-2018,04:00:00,05:00:00,early morning,15,22,1538.3125,"Moving 2 people from room 108 to room 111 saves 1522.8984375 of electricity, power consumption will reduce from 11219.140625 to 9696.2421875",Turn off Microwave in room 108
Microwave,100,very cold,23-01-2018,06:00:00,07:00:00,early morning,3,23,1478.738281,"Moving 6 people from room 118 to room 100 saves 1484.2265625 of electricity, power consumption will reduce from 10915.375 to 9431.1484375",Turn off Microwave in room 118
Microwave,100,low hot,23-01-2018,08:00:00,09:00:00,morning,12,40,1538.351563,"Moving 10 people from room 108 to room 112 saves 1522.484375 of electricity, power consumption will reduce from 11190.640625 to 9668.15625",Turn off Microwave in room 108
Microwave,100,very cold,23-01-2018,12:00:00,13:00:00,afternoon,10,13,1508.390625,"Moving 3 people from room 104 to room 113 saves 1498.4765625 of electricity, power consumption will reduce from 11127.1640625 to 9628.6875",Turn off Microwave in room 104
Microwave,100,low cold,23-01-2018,15:00:00,16:00:00,afternoon,8,30,1511.855469,None,Turn off Microwave in room 107
Microwave,100,low hot,23-01-2018,15:00:00,16:00:00,afternoon,8,58,1521.328125,None,Turn off Microwave in room 107
Microwave,100,hot,23-01-2018,20:00:00,21:00:00,night,5,58,1494.257813,"Moving 11 people from room 105 to room 100 saves 1461.55078125 of electricity, power consumption will reduce from 10900.8828125 to 9439.33203125",Turn off Microwave in room 105
Microwave,100,low cold,23-01-2018,21:00:00,22:00:00,night,6,15,1535.722656,None,Turn off Microwave in room 114
Microwave,100,very cold,24-01-2018,00:00:00,01:00:00,midnight,3,1,1537.300781,"Moving 9 people from room 114 to room 106 saves 1537.87890625 of electricity, power consumption will reduce from 10758.87890625 to 9221.0",Turn off Microwave in room 114
Microwave,100,very cold,24-01-2018,00:00:00,01:00:00,midnight,12,42,1546.070313,"Moving 9 people from room 114 to room 106 saves 1537.87890625 of electricity, power consumption will reduce from 10758.87890625 to 9221.0",Turn off Microwave in room 114
Microwave,100,very cold,24-01-2018,01:00:00,02:00:00,midnight,0,0,1504.035156,"Moving 7 people from room 109 to room 100 saves 1516.35546875 of electricity, power consumption will reduce from 10430.55859375 to 8914.203125",Turn off Microwave in room 109
Microwave,100,very hot,24-01-2018,04:00:00,05:00:00,early morning,15,45,1582.03125,"Moving 4 people from room 116 to room 100 saves 1535.63671875 of electricity, power consumption will reduce from 10829.75 to 9294.11328125",Turn off Microwave in room 116
Microwave,100,low cold,24-01-2018,06:00:00,07:00:00,early morning,3,28,1542.90625,"Moving 1 people from room 118 to room 100 saves 1537.05078125 of electricity, power consumption will reduce from 10645.28125 to 9108.23046875",Turn off Microwave in room 118
Microwave,100,very hot,24-01-2018,06:00:00,07:00:00,early morning,15,39,1546.328125,"Moving 1 people from room 118 to room 100 saves 1537.05078125 of electricity, power consumption will reduce from 10645.28125 to 9108.23046875",Turn off Microwave in room 118
Microwave,100,hot,24-01-2018,10:00:00,11:00:00,morning,8,10,1515.773438,"Moving 1 people from room 103 to room 100 saves 1501.80078125 of electricity, power consumption will reduce from 10521.609375 to 9019.80859375",Turn off Microwave in room 103
Microwave,100,low hot,24-01-2018,14:00:00,15:00:00,afternoon,0,0,1531.757813,"Moving 10 people from room 104 to room 100 saves 1472.3046875 of electricity, power consumption will reduce from 10548.72265625 to 9076.41796875",Turn off Microwave in room 104
Microwave,100,low cold,24-01-2018,20:00:00,21:00:00,night,5,27,1538.175781,"Moving 10 people from room 105 to room 116 saves 1507.078125 of electricity, power consumption will reduce from 10494.96875 to 8987.890625",Turn off Microwave in room 105
Microwave,100,hot,24-01-2018,22:00:00,23:00:00,night,6,3,1554.925781,"Moving 7 people from room 102 to room 112 saves 1532.6171875 of electricity, power consumption will reduce from 10801.1953125 to 9268.578125",Turn off Microwave in room 102
Microwave,100,cold,24-01-2018,23:00:00,00:00:00,midnight,13,12,1543.699219,"Moving 11 people from room 118 to room 105 saves 1561.2890625 of electricity, power consumption will reduce from 10756.1953125 to 9194.90625",Turn off Microwave in room 118
Microwave,100,low hot,25-01-2018,02:00:00,03:00:00,midnight,10,59,1545.632813,"Moving 8 people from room 117 to room 112 saves 1506.671875 of electricity, power consumption will reduce from 10616.3046875 to 9109.6328125",Turn off Microwave in room 117
Microwave,100,very hot,25-01-2018,07:00:00,08:00:00,morning,7,44,1532.015625,"Moving 7 people from room 100 to room 110 saves 1532.015625 of electricity, power consumption will reduce from 10524.51953125 to 8992.50390625",Turn off Microwave in room 100
Microwave,100,low hot,25-01-2018,07:00:00,08:00:00,morning,13,29,1528.589844,"Moving 7 people from room 100 to room 110 saves 1532.015625 of electricity, power consumption will reduce from 10524.51953125 to 8992.50390625",Turn off Microwave in room 100
Microwave,100,cold,25-01-2018,08:00:00,09:00:00,morning,12,16,1510.746094,"Moving 5 people from room 103 to room 114 saves 1495.0859375 of electricity, power consumption will reduce from 10540.48828125 to 9045.40234375",Turn off Microwave in room 103
Microwave,100,hot,25-01-2018,20:00:00,21:00:00,night,8,8,1486.460938,"Moving 8 people from room 100 to room 113 saves 1486.4609375 of electricity, power consumption will reduce from 10356.62890625 to 8870.16796875",Turn off Microwave in room 100
Microwave,100,very hot,25-01-2018,21:00:00,22:00:00,night,9,31,1545.648438,"Moving 5 people from room 110 to room 100 saves 1512.421875 of electricity, power consumption will reduce from 10620.87890625 to 9108.45703125",Turn off Microwave in room 110
Microwave,100,low hot,25-01-2018,23:00:00,00:00:00,midnight,4,2,1533.898438,"Moving 6 people from room 113 to room 105 saves 1499.80859375 of electricity, power consumption will reduce from 10494.140625 to 8994.33203125",Turn off Microwave in room 113
Microwave,100,low hot,26-01-2018,03:00:00,04:00:00,midnight,1,7,1540.511719,"Moving 4 people from room 115 to room 117 saves 1510.140625 of electricity, power consumption will reduce from 10639.16015625 to 9129.01953125",Turn off Microwave in room 115
Microwave,100,very hot,26-01-2018,04:00:00,05:00:00,early morning,1,38,1570.800781,"Moving 1 people from room 100 to room 100 saves 1570.80078125 of electricity, power consumption will reduce from 10899.37890625 to 9328.578125",Turn off Microwave in room 100
Microwave,100,hot,26-01-2018,04:00:00,05:00:00,early morning,4,2,1547.636719,"Moving 1 people from room 100 to room 100 saves 1570.80078125 of electricity, power consumption will reduce from 10899.37890625 to 9328.578125",Turn off Microwave in room 100
Microwave,100,low cold,26-01-2018,05:00:00,06:00:00,early morning,6,53,1549.105469,"Moving 9 people from room 104 to room 108 saves 1504.9375 of electricity, power consumption will reduce from 10607.984375 to 9103.046875",Turn off Microwave in room 104
Microwave,100,very cold,26-01-2018,09:00:00,10:00:00,morning,13,18,1539.503906,"Moving 2 people from room 103 to room 115 saves 1538.8515625 of electricity, power consumption will reduce from 10726.359375 to 9187.5078125",Turn off Microwave in room 103
Microwave,100,low hot,26-01-2018,14:00:00,15:00:00,afternoon,12,33,1527.277344,"Moving 6 people from room 119 to room 110 saves 1510.09375 of electricity, power consumption will reduce from 10460.171875 to 8950.078125",Turn off Microwave in room 119
Microwave,100,very hot,26-01-2018,15:00:00,16:00:00,afternoon,13,46,1545.1875,"Moving 2 people from room 114 to room 111 saves 1529.19921875 of electricity, power consumption will reduce from 10681.3671875 to 9152.16796875",Turn off Microwave in room 114
Microwave,100,very hot,26-01-2018,20:00:00,21:00:00,night,8,33,1530.316406,"Moving 8 people from room 100 to room 107 saves 1530.31640625 of electricity, power consumption will reduce from 10513.08984375 to 8982.7734375",Turn off Microwave in room 100
Microwave,100,cold,26-01-2018,22:00:00,23:00:00,night,0,0,1532.59375,"Moving 8 people from room 101 to room 102 saves 1554.7890625 of electricity, power consumption will reduce from 10709.37890625 to 9154.58984375",Turn off Microwave in room 101
Microwave,100,cold,27-01-2018,05:00:00,06:00:00,early morning,0,0,1539.480469,"Moving 3 people from room 114 to room 105 saves 413.109375 of electricity, power consumption will reduce from 7302.8828125 to 6889.7734375",Turn off Computer in room 114
Microwave,100,very hot,27-01-2018,17:00:00,18:00:00,evening,15,33,1543.0625,"Moving 3 people from room 106 to room 109 saves 377.6796875 of electricity, power consumption will reduce from 7226.87890625 to 6849.19921875",Turn off Computer in room 106
Microwave,100,very cold,27-01-2018,19:00:00,20:00:00,night,4,54,1565.289063,"Moving 4 people from room 116 to room 107 saves 397.77734375 of electricity, power consumption will reduce from 7465.78125 to 7068.00390625",Turn off Computer in room 116
Refridgerator,100,hot,14-01-2018,02:00:00,03:00:00,midnight,8,47,249.671875,"Moving 8 people from room 100 to room 115 saves 249.671875 of electricity, power consumption will reduce from 1730.41015625 to 1480.73828125",Turn off Refridgerator in room 100
Refridgerator,100,hot,14-01-2018,04:00:00,05:00:00,early morning,12,41,254.1757813,"Moving 15 people from room 111 to room 100 saves 252.4375 of electricity, power consumption will reduce from 1746.9453125 to 1494.5078125",Turn off Refridgerator in room 111
Refridgerator,100,hot,14-01-2018,06:00:00,07:00:00,early morning,10,40,219.8671875,"Moving 12 people from room 107 to room 100 saves 245.4296875 of electricity, power consumption will reduce from 1486.94140625 to 1241.51171875",Turn off Refridgerator in room 107
